HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
1.4638,2.1521,1.8381,0.5151,1.4288,0.5486,1.0956,0.2343,33.4741,35.7487,1.3752,33.5309,1.8294,0.9813,4.2049,21.4545,1.2333,13.2753,0.4578,11.4668,13.4429,3.0876,1.2279,1.7531,0.4110,10.4319,3.0983,1.8517,4.9488,8.4952,10.2854,10.6971,10.8253,30.5472,32.0423,34.1552,40.3696
8.2973,4.1382,3.5823,0.3303,3.4713,2.1207,4.0660,0.2938,24.2170,23.2736,0.1989,23.1515,0.8794,0.6795,1.0791,9.7030,1.1567,5.2116,1.3003,9.4482,14.0691,2.4226,2.3606,3.3998,0.9123,3.9279,0.1422,0.4997,1.1242,1.3561,3.6044,5.4103,5.4430,21.9678,22.8910,28.6855,29.9413
0.1964,1.9705,1.2390,0.3869,0.9873,0.1050,2.5555,2.5943,28.2494,26.6230,0.5636,26.1950,0.1316,0.4776,1.2064,17.8851,1.4470,10.2270,0.7520,9.8701,11.3997,2.4929,0.7564,0.9282,0.1640,6.6206,0.5380,1.6939,1.7247,2.6220,7.1081,8.8118,9.4251,24.9270,25.3570,32.9660,35.8001
0.4773,1.4109,1.4155,0.2059,1.0864,0.3331,1.1835,2.6688,27.6553,28.1388,3.8640,28.3666,0.7311,1.1382,3.0949,15.8204,1.8434,8.3990,0.6289,8.9796,10.9741,1.5942,1.5013,1.8535,0.0771,7.4715,1.1902,0.5401,2.3019,3.5274,6.8182,7.7394,8.5471,23.7226,23.7560,26.7968,30.4760
0.6544,2.3977,1.5858,0.4387,1.3264,0.3861,1.6520,0.2838,26.4899,27.3921,1.7699,29.8777,0.1295,0.6854,0.7240,15.7395,0.2485,6.8850,0.4184,9.3148,12.6241,1.2716,1.2416,3.1914,1.1982,4.9346,1.6720,0.5616,1.7485,3.4251,5.5955,8.2991,9.4818,22.9615,25.5825,29.8243,32.2280
1.8411,3.3369,2.2826,0.3102,1.8264,0.0610,0.7507,0.6454,29.3385,29.0247,1.9107,31.8664,0.0135,0.5398,0.7909,15.1523,2.0402,6.6373,0.1555,9.8740,15.9406,0.9366,0.9107,4.2724,0.5210,4.8608,0.9394,0.6567,1.1249,2.1833,5.9795,8.3027,8.5440,25.9795,26.7768,27.5332,28.6861
3.9065,1.7227,2.3746,0.1965,1.3995,0.4509,1.3417,0.3169,31.7189,33.1865,1.6821,33.7292,0.0482,2.2538,3.7068,16.9788,1.0849,9.9340,2.1324,12.0821,16.1490,2.7655,0.6372,2.0919,1.0550,6.8551,2.6006,1.0252,1.8129,4.6897,7.1117,9.3508,9.4266,29.5482,31.0094,32.7623,36.6919
0.7774,2.9029,1.1320,0.0439,0.8270,0.7216,1.3983,1.2794,29.3762,29.9622,1.5087,32.7973,0.0761,0.2374,0.6142,18.5840,4.8784,9.3746,0.2270,9.9455,14.1741,1.4487,1.4080,2.6649,0.2607,7.4612,0.8800,0.5558,1.1691,2.1981,8.1928,9.3706,9.7296,24.7804,26.9066,29.4314,32.4086
1.3470,5.7866,5.8688,0.8444,3.4295,0.4368,2.2087,0.2762,30.6825,33.5718,2.1424,33.4082,1.2324,4.2354,5.3032,16.9779,0.7113,9.2675,0.0216,7.8793,10.1934,1.5092,1.1044,2.1286,0.8642,4.5396,0.5696,1.1756,1.6498,2.8550,5.7591,7.3015,9.7550,28.0188,30.3426,33.3936,39.0721
2.6802,7.5190,7.3485,2.8448,7.1961,2.5312,9.2936,0.8091,19.4081,18.7507,0.2847,20.4138,0.2165,0.2577,0.7421,11.9799,0.1369,6.1336,0.3568,8.0503,9.4900,0.3375,0.1868,1.3866,0.9923,7.1327,0.3128,1.5563,1.9905,3.0366,4.4031,5.7953,6.4821,17.8171,18.1144,30.7363,32.5732
1.3530,2.1702,2.2243,0.5798,2.1515,0.0355,3.0050,1.0784,33.4804,30.9208,1.5646,31.1253,0.8803,7.8662,9.7185,11.2242,0.0039,5.5398,1.2323,7.5979,11.6035,0.9125,0.0745,3.3122,1.8936,4.0423,0.1197,0.1087,0.4365,1.5452,3.4677,5.9768,6.6815,29.0728,29.1340,33.8890,44.2081
6.0750,3.7438,3.9739,0.4136,2.5657,1.7489,2.8591,0.9849,25.5926,27.1519,1.9041,24.2777,0.4344,0.2668,0.6315,11.9937,0.4696,4.9152,2.9466,7.7922,11.0825,0.1792,0.1658,1.5885,0.2088,4.7964,1.1670,0.6748,1.5851,3.0896,4.0062,4.6076,7.7692,20.3918,22.1605,26.9538,27.8731
1.1104,1.8113,1.5895,0.5881,1.4356,0.0119,2.0869,0.4800,26.7681,27.1110,0.3638,26.5531,0.0462,0.1172,1.4482,12.3854,0.4291,12.6608,0.4336,8.3829,14.2434,1.5333,1.4698,3.8167,0.9061,6.0586,0.2084,2.1467,2.5160,2.7957,4.6772,6.5365,7.5067,23.7949,25.9273,31.0459,32.5426
1.1103,8.7333,5.0651,2.4231,4.0540,1.0768,4.0875,0.5014,41.3685,40.8771,0.2102,40.6478,0.1513,1.2469,3.4485,20.9027,0.9554,8.4151,0.0808,13.6664,20.3080,2.3233,2.2828,5.7737,2.2953,6.0447,0.4072,0.4195,1.0243,1.7291,5.9742,11.1246,13.0435,37.9824,40.0878,44.4814,48.3621
1.4446,5.7494,7.3339,1.0002,3.9706,0.0365,1.9399,0.0187,44.0476,43.5551,0.4723,43.5441,0.5242,2.4831,6.0262,20.4408,0.9574,8.0831,2.6013,13.7401,20.3813,2.6448,2.2440,2.4185,0.0843,6.6563,0.0865,2.0625,2.7020,5.1488,7.9911,10.9776,12.1640,40.0883,42.4996,44.9691,52.2306
0.6111,5.5871,7.4453,3.2488,4.5859,0.2098,4.8100,0.3832,52.7883,49.2238,0.8055,50.8570,0.4688,0.0180,8.7129,26.3906,1.9118,11.9417,2.1564,17.4138,21.4451,1.7065,1.6740,3.2945,1.3844,9.9186,0.2948,0.0931,1.5793,5.7586,10.1667,13.7587,15.0411,47.1795,47.2067,52.1059,60.9066
0.8664,1.6183,2.0334,0.5676,1.2282,0.0762,2.5465,0.0296,30.9907,29.6953,0.6281,29.7158,0.1626,0.4470,0.7155,20.4022,0.5728,10.0535,0.4229,11.9970,15.6015,1.8930,1.1341,3.5982,1.3597,6.7453,3.0295,0.5412,1.2025,4.4515,8.3859,11.0577,12.0067,28.6659,28.9945,32.0116,34.1433
5.1413,10.2877,9.2029,1.9573,7.8751,4.7156,7.1834,0.5712,34.8146,36.7516,2.3886,37.2414,0.4130,1.3335,4.4782,18.2601,1.8804,9.5846,1.0908,11.3031,17.2918,2.3008,1.1070,5.0609,0.5747,9.2364,1.7270,1.8942,2.4046,4.9072,8.2079,8.9311,9.5445,33.5126,34.0749,41.6413,46.1917
3.6423,6.6277,6.9626,3.3848,6.5479,0.4644,4.4478,0.1338,25.5491,26.7426,1.2208,26.4450,2.0874,1.5481,1.6723,9.4520,0.5885,6.2684,3.9629,10.9267,13.5868,0.9043,0.3029,1.6459,0.8764,4.0177,0.1670,0.6664,1.6988,2.3926,3.8772,4.7629,4.8106,23.1153,24.7780,29.2750,31.4007
1.9221,2.7670,2.2903,0.4377,2.2607,1.4251,3.8049,0.2335,37.2417,36.4150,1.2195,37.4668,2.2679,0.9699,5.7320,22.6148,1.0253,9.0503,0.1643,9.4389,10.4919,1.3078,0.6440,0.7224,0.0650,9.1461,0.6264,3.0481,3.9602,5.3882,8.3374,8.9500,13.9202,33.9124,35.0212,38.8353,44.6796
2.1727,3.0383,3.1357,0.3339,2.7777,2.0192,2.5477,0.0323,31.1302,32.1959,0.8045,31.7969,0.8723,0.3623,0.8342,23.0506,1.1842,12.3162,0.5364,11.6965,13.5752,1.6327,1.3181,1.6673,0.1837,10.9994,0.4455,3.4935,6.7582,8.8179,10.6694,10.9527,11.5466,28.7496,30.8788,33.8710,35.2203
4.7759,4.3122,4.9519,0.7198,4.1861,2.9687,3.8424,3.2747,32.3710,31.4933,2.3710,31.8259,2.3362,0.9275,1.3402,16.6462,1.1338,7.3291,4.1972,12.2129,14.1926,2.2194,0.7927,1.4203,0.1510,6.2315,2.4431,0.3084,0.3363,4.8761,6.3933,6.5892,9.2249,28.4477,28.8152,33.2791,34.8884
1.5111,2.8911,2.4029,1.0583,1.8461,0.4524,2.1093,1.1757,26.5484,28.2725,1.4742,26.7530,0.8058,0.8126,2.5369,13.7638,1.3364,8.3741,0.2382,7.2622,11.3575,3.3426,0.1681,3.2901,1.0091,5.1604,0.2195,0.8886,1.5318,1.9269,5.6808,7.0000,7.1918,23.0357,25.1286,27.5097,30.9635
1.2336,6.2937,5.8644,0.7336,4.7857,0.3735,1.6971,0.0139,30.7641,31.7675,0.6606,31.2662,0.6488,0.1378,0.5179,18.8651,0.5005,8.1919,0.0569,12.8545,17.3029,0.7807,0.5753,2.7449,0.7218,6.3419,1.5297,0.7642,1.2133,4.5928,6.4846,8.6933,11.5814,30.4527,30.4686,32.3573,33.2131
0.8853,5.2095,8.5463,1.4147,3.6856,0.3911,4.3941,0.5168,38.8647,39.3793,0.4112,39.5067,0.6457,4.7516,6.7633,21.2092,1.1094,10.1718,2.5838,13.5337,16.6599,1.5707,0.4608,2.5455,1.0663,7.9537,0.0857,3.5357,3.7633,5.6032,8.8995,10.4890,11.1584,36.3125,37.3158,43.5972,53.7860
2.6741,5.7960,4.7702,1.6615,4.7459,2.2387,4.2943,0.2861,41.8872,41.2687,0.5302,41.7413,1.4956,0.7587,1.0910,26.7949,3.1052,12.7297,0.3497,13.4199,17.8829,1.2242,0.7886,3.5935,1.7508,9.4005,0.3902,2.4451,3.6456,4.2185,10.2629,12.3675,15.8989,37.7477,40.2832,44.7951,46.6452
1.6466,1.2524,2.1011,0.0000,0.8544,0.6033,1.7210,0.3006,25.1634,25.1356,0.3708,25.2404,2.0638,1.0362,1.4673,13.8142,1.1537,8.5986,0.2691,7.2436,12.0983,1.5279,0.7933,2.3144,1.2707,4.2544,0.5221,0.1801,1.0300,1.7148,5.6291,6.9226,7.2110,22.8520,24.4259,26.2823,28.1000
5.8909,5.4600,3.6632,0.4726,2.8189,1.1785,1.8669,2.5188,47.7395,48.0778,0.1252,45.0730,0.8104,0.2012,0.2457,27.4279,1.4409,13.6821,0.0145,15.9446,20.7166,2.9762,2.4774,4.7654,1.7174,11.3435,1.7678,0.1414,3.2134,6.4194,10.9284,14.8286,16.1626,41.6804,44.1551,47.1894,47.6193
4.4230,5.0494,5.5888,1.1919,4.9692,3.5423,5.3545,1.4819,36.3078,35.8931,1.5211,36.4242,1.3556,0.0406,0.7274,18.7253,0.7594,8.1324,1.2353,12.5702,17.3281,2.5021,0.7457,2.7001,0.8196,4.2004,0.4943,1.1457,1.2316,2.5839,4.1914,9.9170,13.9866,33.6237,34.0837,39.7417,41.8796
1.4679,3.4957,3.6475,1.4234,3.1222,1.4064,2.8721,0.4466,26.8118,24.8710,0.0997,26.4015,0.1229,1.1280,1.7342,16.5767,0.5472,7.1682,0.1747,10.6927,13.3154,2.5269,0.7545,1.6736,0.3828,6.4858,1.0799,0.4230,1.9246,5.4472,6.5708,7.1560,7.6577,23.9690,24.7558,27.8609,30.5343
4.6529,4.9201,5.6997,0.7170,4.5976,3.6516,6.2286,1.9649,31.9780,31.3044,1.1998,31.1619,1.7969,2.9688,3.4395,17.0136,0.5311,9.9825,1.6306,10.8475,14.4888,1.7047,1.3010,2.1313,0.0476,7.9742,3.3061,1.7768,2.1161,6.5803,7.6934,8.2781,9.3031,29.7242,29.7887,38.4997,42.1227
1.0553,2.6232,4.2397,1.1481,2.0254,0.4004,2.9799,0.5242,30.1582,30.6096,0.4416,30.1936,0.4341,0.5011,0.7255,18.2170,1.2286,10.1886,2.0132,13.8512,17.1380,1.9088,1.4884,3.2595,1.5588,7.3349,2.5421,0.4387,1.3685,4.5460,7.8767,9.8540,10.3144,29.5008,29.6060,33.0108,34.9936
1.7829,2.8839,2.2339,0.1038,1.0617,0.0210,0.5267,0.3395,31.8774,32.9088,1.3378,33.5249,1.1591,0.5983,0.7830,16.7789,0.2861,6.2526,0.2149,13.0353,15.7810,0.5405,0.3303,2.5227,1.5563,4.3030,1.4798,0.1218,0.8610,2.4307,4.6420,9.9124,11.9362,30.6126,31.4061,33.8460,34.8978
1.6181,5.2979,5.1562,0.4974,3.5360,1.3052,5.1431,5.0002,31.2319,27.0357,0.1277,26.5385,1.5163,3.1511,4.8110,12.2279,0.3135,7.3096,0.2081,7.8698,11.2955,1.0127,0.5223,2.3372,1.3288,4.1351,0.0320,1.1737,2.0499,2.3024,5.1574,6.5643,6.8363,25.4993,26.0969,31.9406,36.7888
2.6062,7.6048,4.7217,0.8254,4.2688,1.9111,3.8420,0.2366,27.2979,28.2194,1.8644,27.7714,2.1443,0.3657,1.7845,17.0425,2.4882,7.3759,0.4385,8.7703,12.2954,0.7589,0.3754,1.4909,0.7038,5.0619,1.2924,0.1130,0.4324,1.7915,6.0700,7.3515,8.0986,24.4934,25.6545,29.5375,32.2272
1.6664,3.6977,3.1675,2.1257,2.7908,0.2525,4.5957,0.1116,31.7866,32.6684,0.9884,33.2555,1.5002,0.1918,0.3605,22.4683,0.1667,10.4878,0.0625,10.6543,14.6842,2.2291,1.1495,3.9948,1.7444,8.5604,1.4463,1.1495,1.1741,6.4282,8.4457,10.5845,13.4717,30.3381,31.1791,35.8105,36.9423
1.0198,2.0222,4.0983,0.1165,1.8557,0.9493,1.4630,0.0460,35.0976,31.4384,0.3646,31.9205,0.4403,1.0424,1.2243,19.1193,0.6090,8.3701,0.0445,11.3326,13.1938,0.3988,0.0020,1.4910,0.7982,12.2936,0.0351,1.2939,1.8769,5.1477,6.9045,9.6486,10.4162,28.7854,30.8799,32.5530,39.0157
2.4254,5.6618,5.5869,1.1089,5.3527,2.0346,3.8045,0.4702,21.5411,21.5522,0.1520,20.1208,1.7091,0.1782,1.3788,9.7906,1.7280,4.4605,0.0789,7.8959,10.1042,0.5428,0.0822,1.8938,0.2838,3.8559,0.2144,0.0682,0.1078,0.9458,3.8964,5.6497,5.7062,19.1301,19.8780,23.9264,26.4103
0.5458,5.9282,5.2771,4.1033,5.0083,0.3549,5.5490,0.4519,17.4168,17.3680,0.2553,18.9310,0.2068,1.5727,1.7873,8.3868,0.7189,3.9794,0.5501,5.0900,6.8576,1.5345,0.3994,0.7157,0.1134,3.0224,0.2310,1.0822,1.4112,2.1338,3.5531,3.6858,3.9061,16.0140,16.9606,23.0694,26.3914
1.1894,7.6074,2.3660,1.4436,2.3620,0.2424,2.1350,1.5491,31.4140,28.2079,0.5128,27.6443,0.7047,1.8375,1.8778,17.7455,0.3174,9.7007,0.1020,10.1837,12.3392,0.3444,0.0406,2.0501,1.9330,7.9920,0.4860,1.9453,2.5872,4.2796,6.8228,9.9007,9.9999,25.5491,26.2074,29.3873,32.3749
2.1212,2.7800,5.6582,1.3522,2.6788,0.9856,2.5123,0.6100,33.1653,33.8510,1.2229,34.5309,0.2129,3.6764,5.1165,16.4698,0.2052,7.5486,0.3911,9.8461,12.8659,1.3454,0.7116,2.8882,2.0324,4.9510,0.0817,1.2732,1.3672,2.4135,5.5005,8.9182,10.0378,29.7294,32.4736,36.1960,41.7741
1.8412,2.2601,3.3982,0.3557,1.9417,1.0667,1.9982,0.5926,30.1645,28.8341,0.4610,30.8416,2.1987,0.1125,0.6070,20.4358,2.8465,10.4139,0.0608,9.9580,14.5804,2.9117,2.5047,3.8478,0.7538,8.8782,0.3994,2.0926,3.6533,4.9721,9.0036,9.8058,10.3752,27.9334,28.2701,31.1150,32.7662
3.5786,7.1354,6.8286,5.5276,6.6481,0.3383,6.8393,1.2623,36.2638,37.0408,0.9934,38.2684,0.8134,0.3651,1.3645,19.4412,0.7989,8.7155,0.3066,12.1708,16.5182,2.0324,0.4958,3.9731,1.6579,6.7952,0.2128,0.9108,1.0314,3.3328,6.2896,9.9114,12.0884,30.8016,34.5884,41.4619,45.0301
4.8904,8.9307,6.2663,2.4014,6.0636,2.8472,8.8552,0.8826,24.0072,26.4534,0.9036,24.6133,1.0454,0.8172,3.8473,11.1736,0.4309,5.1209,0.7096,6.5918,11.0219,3.1119,2.3425,3.5381,0.3002,4.3568,0.6985,0.9675,1.3444,2.9992,3.9793,5.1633,6.6916,22.6712,22.9362,32.6702,37.0033
1.1901,3.9987,2.8272,1.9637,2.6958,0.2880,2.6319,0.3093,27.5608,28.0358,0.8813,26.8675,1.3331,0.0047,0.6418,18.8863,0.2447,7.5354,0.6158,9.3240,10.7996,0.5599,0.4519,0.6628,0.0784,7.0609,0.5873,1.3085,4.0325,5.9772,7.2956,8.6251,11.5205,24.6923,25.8127,30.3458,33.1622
0.0483,3.8804,2.8213,0.4653,2.1529,0.0127,0.5867,0.0247,32.1387,33.3954,0.8672,32.8577,1.4187,0.5559,2.0701,23.0499,0.3587,11.3331,1.5658,13.8234,15.6575,1.0485,0.4666,0.9603,0.1341,11.2467,0.9952,3.5571,7.0262,8.5990,9.7911,10.5810,12.1109,31.6811,31.8552,33.7207,35.8075
3.2196,1.7711,1.7839,0.0539,1.6906,1.1025,2.4132,0.0092,24.0509,26.4899,1.6415,25.1466,0.2899,1.1461,2.0024,15.5106,0.1029,8.4498,0.7662,9.4261,12.1898,1.1426,0.2597,2.2983,1.5383,7.4332,0.3242,2.4130,2.5850,3.0684,6.3444,7.8829,7.9245,22.4094,23.3900,26.0903,28.1613
3.6226,6.2722,4.6265,0.8942,3.2279,2.3162,3.9206,1.3948,43.0842,43.3051,1.4276,41.5279,5.5600,1.3724,1.7242,20.1950,0.5396,11.4446,0.1711,12.7286,17.2120,2.7188,2.2329,4.3515,1.1384,5.9298,1.6361,0.8904,1.0141,3.9871,9.3499,10.6066,10.6843,39.4733,40.0281,44.2211,46.4719
1.1079,2.1940,1.9387,0.5319,1.9267,1.0200,1.7971,1.3170,42.1844,41.9351,0.6595,40.9811,0.5598,0.3959,2.6119,26.9630,2.0506,12.4126,0.2600,16.3712,21.0979,2.7082,1.2845,2.9511,1.4915,11.3814,0.8306,3.1907,3.9391,5.2074,10.5717,13.9065,14.7565,39.4936,40.2313,42.4703,45.9716
8.2390,7.6855,6.9797,2.4940,6.7039,3.6874,7.6239,0.1885,23.1884,24.9351,1.7932,26.9231,0.5889,1.9720,3.1938,13.3379,1.7581,8.9885,1.1250,7.8926,10.0371,0.9182,0.5208,1.7369,0.8886,5.2025,0.0562,0.2332,0.3608,2.0713,5.0838,6.0684,6.4526,21.2269,22.8371,30.8007,35.0425
