BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
2.0804,16.2724,18.3701,11.4762,16.4552,17.9130,8.7894,35.1878,19.3130,11.8359,16.4945,6.8201,20.0066,14.9121,7.6857,7.7035,7.5901,9.6086,6.8412,7.1856
0.6552,3.7294,3.6492,1.2637,4.7833,2.8184,1.7607,8.3554,4.8720,3.8767,4.9465,0.8095,3.2223,2.0953,0.8805,1.3735,1.5439,1.1448,1.0050,1.0185
0.4137,8.4017,5.2128,4.6949,6.0032,4.1142,5.1744,13.6725,6.8833,5.4313,10.2974,0.7500,4.4013,3.5566,2.6193,3.7102,2.1913,2.4001,3.0621,1.0998
0.7518,4.7903,4.2940,3.5540,3.7176,2.8632,3.1982,9.5033,7.5564,4.7261,5.6047,1.1426,4.1589,4.8268,2.9157,1.4893,2.9577,1.2021,1.8403,1.4500
1.6166,5.3904,5.8733,3.5799,5.4383,6.6515,2.6961,11.8282,6.0694,3.8571,5.7574,1.7613,6.9857,4.6663,2.2332,2.5347,2.2324,2.8459,2.1444,2.8106
0.2414,5.6743,3.3821,0.8849,4.2389,4.4026,2.2493,11.4342,3.5708,0.9139,4.5081,0.7775,4.6704,3.4653,1.4243,2.6105,1.7047,0.8246,2.6675,2.6607
1.6175,4.6134,3.8875,1.8307,4.1778,4.4814,2.5399,8.7343,5.2347,1.9885,5.4011,1.6435,4.9762,6.2602,2.4640,1.8567,1.7850,1.8110,2.0120,2.6190
0.7380,6.7265,8.0969,1.8615,3.0774,4.3219,2.5795,15.1945,8.7639,3.1439,4.3963,1.0528,4.3897,6.0518,2.4524,1.2327,5.2403,1.3475,1.1501,2.7260
2.1892,8.8378,8.2914,3.1941,7.3257,6.4924,4.2123,17.7008,9.7448,4.1128,7.9517,2.8683,6.5050,6.4092,3.2601,3.5673,4.2556,3.1190,3.7425,3.3642
1.1396,3.7085,4.3260,2.8391,5.3247,6.0742,3.7519,10.1585,4.8169,4.3891,6.4078,1.1826,6.5553,6.5122,1.7146,1.7867,1.8385,2.1967,1.7308,3.3232
0.3166,3.4981,4.9683,2.2808,4.4180,4.9806,3.1291,9.6113,5.6899,2.3926,4.4725,0.6949,8.0968,3.8459,3.0926,1.4854,1.9774,1.2235,1.6536,2.4726
0.7081,9.2550,6.2336,2.5953,5.3128,4.1198,2.5252,16.6918,7.2139,3.6412,5.4557,1.7505,5.0709,4.7434,2.2274,5.9472,3.2300,1.9959,2.2442,1.9805
0.5347,5.9866,5.3281,5.9542,5.8629,6.5636,3.2813,11.7174,6.5306,7.3686,6.3821,2.4227,7.0162,6.6481,2.6321,2.6328,2.6654,2.5676,3.0314,3.1343
0.5941,3.7000,2.5449,1.7763,3.7530,2.4695,2.9838,6.3070,3.4720,1.9738,4.9779,0.8311,4.0649,2.3024,2.4543,1.3921,0.8862,0.8601,0.9866,0.9804
1.4141,8.8197,12.1011,7.0196,13.7427,10.8190,5.8918,21.3574,12.1472,9.0289,15.3969,2.5572,11.2694,5.9664,3.3507,2.8384,3.5699,6.5819,4.7128,2.8054
0.1089,4.6815,2.0480,2.7295,1.2553,2.4089,2.3428,8.2175,3.7695,3.7498,6.0198,0.1475,5.3834,4.8591,1.6771,3.1240,0.8307,0.8044,0.2481,1.3771
1.5519,6.2120,6.4053,5.8193,8.1397,5.6007,4.9290,12.7024,7.0763,6.0457,8.8896,2.5023,5.8776,5.4636,3.4604,3.2652,2.8024,2.7706,3.4644,2.6610
2.0199,9.5922,9.1611,3.6556,7.0345,8.7841,3.7993,22.4501,9.2637,4.3898,7.1009,2.9132,13.8026,8.8380,3.1905,3.8050,4.3999,3.4537,3.0092,3.2887
0.9542,16.4046,14.7160,6.7908,10.8431,12.3746,6.4377,32.6898,15.2981,8.4151,10.9357,4.9289,13.4501,12.3392,5.7753,5.9799,9.0285,5.6532,4.9637,6.6013
0.1542,1.5003,1.9364,1.0038,2.1298,1.8126,1.6135,3.6857,2.3939,1.7103,3.4230,0.2879,1.9791,1.1656,1.5165,0.6569,0.5171,1.0014,0.8489,0.4365
0.7609,7.8653,8.1784,5.8504,7.4260,8.4839,4.2381,16.3884,8.3818,6.4484,8.3986,2.7373,9.2222,6.0022,3.8726,2.7731,4.0293,3.7629,3.0638,3.0327
0.1954,2.8149,5.1339,5.1110,4.8242,5.4281,3.7343,8.3410,8.3922,5.1530,6.9614,0.8506,7.5152,2.3188,1.0265,1.2856,0.9173,3.4758,1.0354,1.4549
0.0985,5.2393,5.4766,2.2087,3.6266,4.9487,5.4705,11.4202,8.1180,2.5109,4.3560,1.6281,5.6944,5.2846,2.2540,1.9118,3.0063,1.8554,1.6907,2.5943
0.0379,5.1155,3.1078,1.2321,2.0364,3.9573,3.6294,8.2483,3.2503,2.3404,2.5448,0.5878,3.9742,1.9059,2.0083,3.0804,0.8802,1.1855,0.6093,0.7252
2.0047,7.8693,8.0955,3.5322,6.3436,6.4017,4.9550,16.2012,8.4088,6.3924,6.6227,2.1176,6.9601,6.8566,4.2283,2.6103,4.8909,3.1779,2.1541,2.2001
0.9155,3.7017,3.2998,2.3443,4.4582,4.3898,4.1854,8.4472,4.9193,5.3535,6.2180,0.9338,4.8531,3.5754,1.7694,1.6044,1.1934,1.0486,2.3455,2.6182
0.1148,5.1449,7.4426,4.2636,8.3596,8.2497,3.7061,12.8012,7.5667,4.8301,8.8149,2.1211,9.2466,5.8529,2.3339,2.3994,2.2308,3.7401,3.8191,2.9362
0.2635,2.3271,3.1265,2.1089,5.7653,3.8460,4.1164,6.1604,3.6041,2.7714,6.0896,0.3225,5.8040,1.8378,3.7675,0.9090,0.5355,2.0059,3.5717,1.0311
0.2092,6.9020,6.6552,4.2378,3.4328,7.3570,3.0536,15.6208,7.1976,4.5864,4.3395,1.5057,9.3538,5.1718,2.9965,1.9869,4.3271,1.7853,1.5909,1.8981
3.1737,11.3215,10.3290,5.0721,9.7904,10.2055,6.0279,21.7241,13.3558,6.3459,11.6059,4.5843,10.6604,9.8699,5.7437,5.4111,5.4629,4.6936,4.8783,5.0634
0.5609,4.3768,6.6391,1.9478,5.3354,5.6456,4.1865,11.4046,7.1686,3.8923,5.9523,1.6402,5.8198,4.7205,1.8758,1.7398,1.9714,1.8575,2.3393,3.0456
3.8014,8.9427,11.5929,7.6996,11.8601,11.3369,4.8435,21.8429,11.6780,8.1266,12.0344,3.8736,13.9675,8.2869,4.2293,3.9559,4.3759,7.1783,4.5580,4.0844
2.3486,8.9453,6.6451,3.4245,7.8934,7.1115,4.5943,15.8430,9.9530,4.2110,8.1319,2.5357,7.4084,5.5513,2.9314,2.7606,3.7545,2.8693,3.3451,3.0139
0.0857,6.1376,3.7271,2.0802,4.4825,3.1772,4.6486,10.5225,4.3792,4.8857,4.9537,0.3176,3.3406,1.1406,3.9566,3.1387,1.5799,1.7645,2.1114,0.3557
0.2810,4.2299,2.9334,1.6228,2.5294,2.5461,1.8607,7.3141,3.3381,1.9094,4.9430,0.6645,5.3258,2.9206,0.8881,2.2398,1.8631,0.9665,0.9816,1.1097
0.0695,4.2157,4.0273,1.0304,4.3349,2.6120,1.8728,8.6876,4.0958,1.8930,5.1518,0.2665,3.1692,1.1720,1.3069,1.9215,1.5847,0.5574,3.4126,0.5378
0.0540,6.6408,9.0322,3.1400,7.7377,4.4113,6.7566,16.2664,10.4018,4.2225,8.4841,1.1621,5.1316,2.8411,5.1049,1.7952,4.6038,3.0277,1.9078,1.2053
0.1771,4.6181,2.3191,3.6839,6.7209,2.4070,0.8903,7.3651,3.0218,4.0343,6.7649,0.4221,2.6129,1.7697,0.5384,2.0410,0.5073,0.7427,4.6764,1.0508
0.8689,5.0064,6.4635,4.1095,4.9862,11.2671,2.6886,12.1200,7.3470,4.6607,7.2149,0.8866,12.5037,6.6896,1.0926,1.3566,3.5984,2.2293,1.2296,5.6377
0.4354,4.4562,6.9636,2.8403,4.9757,5.5854,2.9368,12.7937,7.2871,3.9838,9.2286,1.2928,6.3886,3.1955,2.5819,1.5775,2.3672,2.6911,1.9414,1.8578
1.1277,7.5151,8.2049,3.4553,9.7626,10.5075,4.7460,15.7652,10.5621,4.1141,11.9220,3.0143,10.9891,8.5619,4.2885,3.4826,3.8935,3.2990,3.4106,5.0711
1.4199,5.8187,6.8495,3.0477,6.8239,6.9092,9.1149,12.6733,7.6287,4.3880,6.9592,2.2027,8.5663,5.9173,6.0956,2.7259,2.3283,2.9574,2.5548,3.1756
