BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
1.8205,9.4445,9.0540,4.5696,10.7412,9.4315,4.6964,19.0978,9.3256,4.6617,12.3153,3.2190,10.6883,8.4363,3.3384,4.6856,3.3786,4.1615,3.5885,4.1635
0.1937,7.7039,8.8339,6.7149,8.0004,8.4938,5.2958,18.9245,8.8377,7.2030,9.5464,1.1977,9.0503,3.5716,3.7415,4.6601,2.4017,6.3442,1.5852,2.0753
1.9797,10.3094,10.6344,4.3809,8.9867,7.1205,2.8644,23.5452,11.4048,4.9610,9.3948,2.3456,8.0462,6.9359,2.7029,5.3864,3.9021,3.4044,2.7114,3.0313
0.7881,5.4414,9.2337,7.5680,9.8558,9.2930,3.6171,14.7545,10.5891,9.3402,10.3669,1.9372,9.3900,5.4944,2.6961,2.5507,2.8552,5.6626,2.1449,2.9149
0.2604,2.1494,2.7135,1.3925,3.6383,1.5197,2.9028,4.9588,2.9154,1.8330,4.5657,0.3676,3.2678,0.8797,1.7371,0.3762,1.6748,0.6655,2.7249,0.4795
1.3246,8.2164,8.9419,4.1348,6.3442,5.9064,4.0396,18.2453,8.9675,4.7939,6.6906,2.3431,6.1315,7.8597,3.0419,4.3918,3.5796,2.8005,2.8561,3.0698
1.2565,9.5565,7.9241,3.2332,7.9620,8.2623,3.2582,19.2772,8.2715,5.3164,8.1152,2.2999,9.0044,6.5977,2.4550,2.9164,4.8754,2.6790,2.3903,3.7102
0.0845,8.4827,7.9364,3.0165,5.3903,5.5761,4.6934,16.4377,8.7034,6.9201,8.5168,1.6602,6.6625,4.1249,2.7882,1.7783,4.9731,2.0093,2.7224,2.1103
1.8863,17.2377,16.3250,6.3595,13.1876,15.7706,6.4993,33.9603,16.6540,7.2092,14.0870,5.6621,16.2747,12.8280,5.9709,7.5557,8.4724,5.9381,5.7417,5.9359
0.0765,2.1238,3.8295,3.7313,2.6929,3.0563,1.6253,8.7041,4.5114,5.0986,5.8999,0.5796,3.6857,2.4125,0.6982,1.1218,0.9230,1.9321,0.5978,0.8951
0.1742,14.3532,10.8792,4.5271,8.6561,9.4823,6.5698,25.4232,11.1225,4.5677,9.7233,3.9226,9.5480,9.0260,4.2636,5.7416,6.5463,4.0965,4.0322,4.7405
0.2474,7.2932,7.8879,6.7357,8.1873,8.7303,3.7487,15.8193,8.5989,7.6041,8.2250,1.9139,10.2140,5.4035,2.8719,3.0285,2.1242,5.3259,2.2718,2.1612
0.7223,4.9681,3.4089,2.6645,3.6971,5.3003,2.7679,10.4962,3.5988,2.7355,4.1723,0.9936,5.9218,4.5893,2.7113,2.7560,1.0266,1.3930,1.3315,2.5146
0.4976,8.1719,8.3715,4.8211,5.9102,6.7352,6.4714,16.6658,10.0875,6.7450,7.5554,1.9145,8.0460,7.9104,2.8847,2.3264,3.9781,3.5371,2.0153,3.0379
0.4613,5.8618,4.1523,4.6412,3.9972,3.8966,1.4368,12.8189,5.0775,5.7394,4.8471,1.3509,4.5288,4.2404,1.3833,2.6228,1.6803,1.5285,1.9397,2.0090
1.1637,13.7404,14.1873,7.3922,14.1853,12.5725,5.3708,27.9285,14.8177,7.6249,14.6609,5.0935,13.0853,15.2251,5.1311,5.3189,5.8747,7.0699,6.8973,5.1884
2.1464,8.9170,7.9097,4.4476,8.1059,9.1430,6.8579,17.5069,8.0865,4.7400,8.3130,3.3017,9.5205,8.8526,5.6464,3.7026,3.5265,4.0271,3.6791,4.6255
0.1881,5.0857,2.8574,1.2295,3.3806,4.1958,4.1739,9.5998,5.7609,1.3477,4.5564,0.8972,5.2251,3.8119,2.9347,1.7947,1.4294,1.1052,1.1969,1.8410
