BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.0418,4.9742,5.2133,4.4262,7.5022,8.0825,0.9375,11.5047,5.8569,4.4925,8.3522,0.5154,8.2312,3.7534,0.8701,3.1865,0.8588,4.1967,0.8887,2.6132
0.1277,3.5211,3.4162,4.9922,6.3091,4.0476,5.5288,7.5986,5.6011,5.9921,7.1595,0.9443,4.0533,4.4643,5.3245,1.0603,0.9531,2.0453,3.4640,1.6363
0.3216,4.9491,4.6067,1.8593,3.8597,5.6901,4.6451,10.5553,5.1189,3.7063,4.3534,1.6641,7.5478,7.5747,2.8288,1.7966,2.1180,1.6765,1.9276,3.8006
1.6641,9.9256,7.0189,4.3787,6.9669,7.9046,2.9776,18.1419,7.8359,5.3876,9.9265,2.2671,8.0516,5.9055,2.8946,4.0520,2.5637,4.3284,2.2805,3.3480
0.8522,4.1781,4.7209,4.2368,4.9933,4.7149,4.2533,9.8947,5.6830,5.3006,6.9630,1.2278,5.7214,4.4179,3.6513,1.8203,2.0486,1.6430,1.4065,3.0226
0.6786,6.3215,5.1635,1.5126,4.4018,9.1044,2.7919,11.7960,5.6663,4.6453,6.6965,0.8427,10.6279,4.2451,2.1354,1.0910,3.0872,1.5080,2.5099,2.2519
0.2474,10.1619,11.0165,2.2069,5.8805,6.6910,2.2284,23.5935,11.8432,2.2859,5.9442,1.2041,6.8396,4.5937,2.2235,1.4023,7.8975,1.5760,3.1461,3.3778
2.1408,10.2812,8.1398,4.1939,9.7468,8.1925,4.8584,18.6864,9.8655,5.6674,10.2134,3.8562,8.2817,9.1748,4.7153,4.1943,3.9810,3.8867,4.1846,4.0233
1.5546,6.2404,5.7200,5.0846,5.8333,5.8396,5.8403,13.1777,5.9222,5.1442,7.1496,1.7406,6.1096,3.8287,5.2672,1.9916,1.9396,2.8802,1.8222,2.0211
1.1217,3.9086,6.4691,3.7407,7.4466,5.1229,6.3095,10.5624,6.7102,3.7931,9.9589,1.4468,5.3650,5.0399,5.8270,1.4700,2.3312,3.2518,1.4934,1.5623
0.3293,7.6596,4.8828,2.7323,5.2697,6.7463,3.1241,13.1087,5.5980,2.8076,5.8082,1.9875,6.9346,6.3052,3.0518,3.1254,2.1706,2.6933,2.4408,3.1395
0.6897,6.1730,7.5705,2.1526,4.5178,3.3437,3.8434,14.2636,8.0197,2.1846,4.5529,1.2278,5.1415,2.6304,2.3364,1.6458,4.3636,1.9005,2.6104,1.2946
0.9579,9.9590,12.6947,7.1998,11.2815,13.9239,7.2631,22.7441,13.6064,8.3528,11.5571,3.3306,13.9517,9.3781,3.4031,4.9862,4.0038,6.8956,3.3956,4.9255
0.5105,3.9665,6.1117,2.0070,4.8647,2.8250,5.9007,11.5328,6.2867,2.8416,4.9677,1.0026,4.7403,3.8624,4.2678,2.4233,1.4056,1.0792,1.0416,1.1929
0.0539,7.3060,6.5304,4.0120,6.5244,6.9431,3.8449,14.6159,7.4592,4.2338,6.6337,2.2496,7.0709,6.9426,2.6627,3.4687,3.0644,3.1643,2.2527,2.6832
0.4217,3.2621,4.2197,4.2457,4.9631,5.1828,2.6922,8.0175,6.7084,5.0910,8.3030,1.2969,5.2520,6.1086,1.9765,1.4306,1.6628,1.9031,2.2324,2.4782
2.0489,7.6338,7.6295,4.2878,8.0130,8.0406,2.8356,15.4005,8.7413,4.8599,8.0785,2.4076,8.5603,5.8193,2.8073,4.5215,2.7964,4.2495,3.6880,2.4217
1.5000,7.3328,6.9562,3.7345,4.7105,5.3013,5.6499,14.5046,7.5537,3.8256,5.2725,1.8400,10.9583,4.6388,4.8940,2.4477,2.4772,2.4383,2.2099,2.2959
0.3847,8.3928,9.6806,6.0206,11.2978,10.6953,5.3966,19.7263,10.4588,6.4638,11.8275,3.9825,14.7216,8.6250,4.9575,3.9909,4.1943,5.4237,5.1640,4.5103
0.4117,7.2452,10.4903,4.7633,6.0783,9.4609,2.9515,18.6627,12.6717,5.4312,8.1416,1.4222,9.6903,4.4869,2.8611,1.4448,5.2629,4.2769,1.6611,2.7793
0.1259,3.4233,5.1468,2.5633,4.6356,3.6132,1.7643,9.4981,6.3892,3.3365,5.5519,1.0497,4.1720,5.3315,1.7066,1.9166,1.0682,2.0992,1.3712,1.1054
0.4030,6.4980,5.6947,2.9866,3.9430,4.2608,1.6767,12.5675,8.5625,4.4274,5.3272,0.4717,4.8448,1.1391,1.3409,2.5201,2.2908,1.0476,0.9500,0.5327
0.8728,7.9030,4.8013,4.0292,8.1065,6.1723,2.6089,12.7647,6.1073,4.7924,8.4949,1.8393,9.1387,6.2061,1.9194,2.9214,2.0442,2.2533,3.9469,3.7388
0.1318,3.2133,4.3763,2.7832,2.0878,3.8721,1.4271,8.7358,5.7135,4.5458,3.6021,0.1445,4.4606,1.1295,0.2885,1.6699,0.6388,1.1133,0.2669,0.9125
1.3745,5.6139,5.1935,3.4052,6.4429,5.7148,3.5148,10.8780,5.3342,4.2465,6.8129,1.9335,5.9154,5.7321,2.4151,3.3082,1.9591,2.6461,3.5969,2.6125
0.0018,1.3390,3.3429,3.4823,2.1230,4.0204,2.3872,7.4359,3.5277,3.9061,3.0966,0.0813,6.2993,0.9110,0.2201,0.6837,0.6455,0.6935,0.2112,0.8155
0.4768,4.1111,6.2983,3.6384,4.8009,4.3791,3.9043,12.7680,8.2891,3.7088,5.1888,1.4332,5.8416,6.8289,2.6328,2.0343,1.8281,2.4677,1.6329,1.9101
0.6199,4.9602,5.0424,2.2805,5.9169,5.2568,5.2491,10.3929,5.0638,3.4960,6.8967,1.0001,8.7962,3.0403,2.9620,1.3587,2.4829,1.4003,2.9657,1.7359
2.1027,4.7615,5.0426,4.6406,6.3602,6.3899,2.5972,12.6951,6.1472,5.2010,7.2069,2.2161,6.5039,5.5951,2.2641,2.2662,2.2848,2.5952,2.6977,2.8601
1.1429,12.7426,10.3863,4.2683,10.1427,11.2322,4.9546,23.9898,10.9591,5.4685,13.1977,3.7072,11.5027,9.4261,3.9098,5.5235,5.3297,3.9829,3.9083,5.0516
0.8521,11.6184,7.2843,4.3651,7.7752,9.1714,4.1404,20.0092,7.5196,4.9280,8.4596,2.7934,9.2934,7.5015,3.0784,7.2518,3.3487,3.5015,3.2109,4.1458
1.6151,6.8808,9.4109,5.0822,6.0484,7.3762,2.3191,16.7640,9.4676,6.3626,6.3780,2.0550,7.7293,5.8791,2.1967,2.5478,4.2220,3.3110,2.5572,2.8420
0.4700,9.4916,3.5967,1.2693,4.5338,2.3645,1.0077,13.6441,4.8337,1.7628,4.5523,0.5059,2.5523,2.8948,0.7110,3.8628,2.0985,0.7338,3.1797,1.4441
0.2055,1.8146,2.9116,1.3116,2.5412,5.3612,1.7782,5.1325,3.2422,3.0818,3.5507,0.2632,5.6281,2.3450,1.3567,0.5153,1.1688,1.1736,0.9586,1.6333
0.7557,4.0397,5.9141,5.7441,7.3504,6.0779,3.4994,11.1135,7.1026,6.1165,8.4794,1.4063,7.4538,4.1336,1.9440,2.0380,1.5421,3.8321,1.6984,1.7509
1.1247,10.8295,8.6764,2.6596,6.2411,6.2773,2.7766,20.2523,8.7915,2.7673,6.5261,2.2649,6.6268,6.5628,2.7611,2.8400,5.7488,2.4757,2.4770,3.1414
0.2927,6.0957,3.9643,1.7650,3.6875,4.9532,3.9611,15.9118,4.5789,3.0912,7.0584,1.3554,5.3359,4.1100,1.8994,2.0654,2.0172,1.4351,1.5073,2.4351
0.3641,5.7550,3.0574,3.2052,3.4493,4.0651,2.2678,9.1559,3.0819,3.5140,3.5280,1.0325,4.2806,3.3731,2.0314,1.8322,1.2216,1.3039,1.7066,1.9729
0.1681,11.8368,10.0376,8.0944,10.1534,9.9019,5.1627,21.9049,10.9323,8.1232,10.8025,2.6524,10.2794,7.4803,3.2582,5.8718,3.9682,5.3731,2.6927,4.0815
0.6100,6.6133,3.0808,6.2030,6.3448,4.0809,1.8144,10.8155,3.3733,6.5449,8.1549,1.0732,6.0989,3.7705,1.1607,4.5449,1.5227,1.5300,2.1073,2.3773
0.0205,6.0749,5.8166,4.5373,7.6619,6.5912,2.9252,12.1623,6.2998,9.3768,7.8986,1.5742,8.8959,3.6476,1.8335,3.1694,1.8974,3.0814,3.8162,2.0004
0.6355,3.9883,4.3565,2.7136,4.8448,5.5341,5.9600,9.9651,4.7266,3.6480,5.2653,1.2126,5.7924,4.6425,2.7877,1.3524,1.5558,2.4519,1.8327,1.3431
2.8093,10.0408,8.2202,4.0096,8.7083,8.0896,4.4172,18.6819,8.2207,4.7798,9.3314,2.9068,8.3023,6.8748,3.1958,3.5737,4.3704,3.7885,3.3605,3.2045
2.2630,12.0823,11.7808,6.2276,12.5861,11.4362,6.1240,24.1843,12.7015,12.1502,13.7918,5.3622,13.5163,13.8003,6.0029,5.8822,6.0418,5.4320,6.6225,5.9852
0.4406,6.1961,7.1386,2.4121,2.9997,3.6568,2.0580,13.6796,8.0029,2.4797,4.3446,0.7878,4.8690,4.1175,1.7153,1.0174,4.6590,1.3050,1.1065,1.5759
0.3091,2.5868,3.8516,3.2826,4.1990,3.9324,1.9315,6.9191,3.8920,4.8317,4.7669,0.4471,4.2602,1.4637,0.8957,0.6077,0.9309,2.6918,0.5388,0.7188
3.1594,10.8729,9.3942,4.7354,10.8963,10.7654,13.2349,20.4677,10.4457,6.0064,11.0644,3.8714,10.9792,8.3297,10.4978,5.6885,4.2810,4.4588,6.0373,4.0156
2.3139,7.9109,8.2555,6.5250,11.9753,10.2990,5.0279,17.2185,9.4960,6.7439,13.9843,2.8858,10.5178,8.9858,3.6885,3.8562,3.5558,4.6493,3.6315,5.4991
0.1122,5.7287,5.5314,4.1028,4.8394,6.0186,3.2960,11.9937,5.8916,4.2087,5.2198,1.8702,6.0660,4.1302,1.9206,2.5832,2.1913,1.9795,2.4013,1.8716
0.9315,4.1553,6.2672,4.8643,9.5662,7.1310,1.4904,11.0775,6.7985,5.8174,10.2469,1.2901,7.2581,3.8771,1.3341,1.9817,1.4306,4.2252,3.4422,1.4036
0.8397,11.7861,10.6542,6.2303,11.6965,10.5785,7.5800,23.8619,12.3667,8.2810,13.7776,4.4390,10.7737,10.0351,4.7605,5.4281,4.8488,5.3995,5.4359,4.4731
2.2066,4.9140,5.8286,3.5269,7.2979,11.6779,3.6635,10.8764,6.9808,3.7690,7.8400,2.2247,13.3592,9.9565,3.2153,2.5427,2.3444,3.2575,2.4591,7.5009
0.4346,5.7564,6.9704,3.9353,9.3056,10.1080,6.5566,14.3139,8.1045,4.2199,11.5869,1.9791,10.3547,8.1711,4.2912,2.3046,2.9573,3.5337,3.1856,5.7990
1.1410,4.7855,4.6776,5.6232,7.9618,4.0740,1.6411,11.0408,4.9224,7.4291,8.2794,1.2115,4.4335,4.0377,1.3521,1.8717,1.5058,1.7554,2.2550,1.5996
0.6744,5.0583,6.0018,4.3372,4.2338,5.8764,6.2125,13.1125,7.8312,4.5372,4.2480,0.6923,6.7830,3.1318,0.7182,0.7390,2.9289,2.7493,0.7636,1.2605
1.7920,4.3120,6.1545,2.7427,5.4203,8.5759,2.3272,11.7008,7.0769,3.4933,5.7030,1.9898,8.7523,7.8683,2.2983,2.2583,2.0283,2.0481,2.0906,5.2879
1.3158,4.6475,3.4572,2.0948,5.0744,8.2894,1.7774,8.1806,7.4104,3.6088,5.4952,1.4500,11.0272,4.4990,1.5270,3.1262,1.5193,1.8912,1.9693,2.9237
2.4514,5.3566,6.6570,4.1258,7.0608,8.1642,5.0542,13.7136,6.8542,5.5534,7.4431,2.5083,8.2968,6.7994,4.5157,2.5211,2.5185,4.1011,2.7118,3.9050
0.2125,9.5711,5.7898,5.7841,7.0896,6.5515,3.1533,16.1868,6.2122,5.8550,7.4173,2.0787,7.5506,5.0631,2.3121,3.5702,2.3267,3.0032,2.4101,2.3156
0.6192,3.3108,4.2430,1.5172,4.6089,2.6708,4.3997,8.1668,5.8877,1.9403,5.5383,0.8039,3.8358,1.9362,2.6072,1.1065,1.3195,1.1507,0.8456,0.9219
1.6552,7.4189,4.9713,2.5446,7.6308,4.3178,2.1484,13.6357,5.4163,4.2722,7.8694,1.6574,5.4904,5.5112,1.8813,1.7904,3.1245,1.7367,5.7134,2.0560
1.1392,5.7388,4.3883,2.3794,4.9844,6.8148,2.3026,12.3655,5.3700,3.0866,4.9904,1.7244,7.0166,5.1482,2.0692,2.8116,2.3000,2.0153,2.3820,2.9445
0.5451,2.8915,3.5268,2.4967,3.8003,4.0764,2.0329,6.6882,3.8738,5.1350,4.0898,0.8493,5.7577,5.3497,1.8226,1.6299,1.1560,1.4813,1.9868,2.5357
1.4633,9.1226,7.6756,5.9676,9.0937,12.4122,2.5931,18.4767,8.8613,6.1948,9.0980,1.6965,14.5256,7.1878,1.7190,5.2611,2.5404,4.2529,2.4302,5.0701
