BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.1519,3.5280,7.1538,6.0862,5.7721,10.0136,1.5578,11.0280,8.2577,7.3984,5.9238,0.3497,10.7546,4.0577,1.5322,0.6831,1.6975,4.6246,0.9419,3.3724
0.1981,2.1010,1.0059,3.3866,3.3745,1.9733,0.8295,3.9923,1.9565,4.4498,5.3823,0.3039,2.6381,0.8402,0.6891,1.0085,0.5990,0.3872,0.5317,0.5202
1.7818,6.9905,6.2439,3.3698,7.2187,6.6638,4.8346,14.0367,6.2846,4.9585,7.2396,2.4179,6.7424,8.1691,4.7127,3.2507,2.9610,3.1935,3.4904,3.3882
1.0407,4.3438,4.1707,1.8743,4.0382,6.7004,1.6922,8.5145,5.6420,2.8714,8.0929,1.0706,10.3655,3.4400,1.6489,2.6177,1.2295,1.3732,1.8676,1.7288
0.1525,3.0245,2.6333,1.3912,3.7032,4.2060,1.8786,5.9913,4.3744,3.1775,3.7867,0.5084,5.1737,3.9326,1.2377,0.8245,1.9502,0.5417,1.2836,3.3809
1.4673,12.6527,6.6698,5.4154,9.9213,7.3074,3.4196,19.5703,7.0844,5.5506,11.0738,2.7724,7.3688,7.6034,2.9897,3.6896,2.8211,3.6952,5.2351,3.2519
0.4017,3.3849,2.5822,4.6675,6.4299,4.4207,2.0621,8.4512,3.4823,5.1365,7.0802,0.4841,5.8498,5.0766,0.6683,1.7713,0.9678,1.6067,1.9690,0.9682
1.6055,6.1928,10.0526,2.9638,7.4430,8.3962,3.2875,16.3907,10.0912,4.6151,7.6498,2.4630,9.0211,5.8654,2.6041,3.5768,2.4909,2.8091,3.3925,3.1715
0.0704,1.5490,1.0721,0.8060,6.5687,4.3497,1.6236,2.9248,2.1206,1.0448,6.7571,0.2310,4.7824,3.6980,1.3408,0.2699,0.4344,0.4418,2.5005,1.5226
0.4868,6.5850,6.2924,2.3921,5.0502,5.9065,2.3263,13.3663,6.3703,3.1530,6.5701,1.8809,6.9364,5.6639,2.2259,3.5689,2.8696,1.9834,2.0164,3.4329
0.2833,8.8722,8.9060,5.0535,10.5698,11.5065,4.0588,21.5504,11.0398,7.1169,10.8099,3.6692,11.8531,10.4625,3.9815,4.3423,4.3144,4.0973,5.0612,4.7118
