BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.3386,6.3664,4.0816,4.6902,5.7594,6.0871,4.4702,10.7438,4.9143,5.0107,8.0522,0.4155,6.7845,2.7379,1.4038,3.5926,1.0490,2.8045,1.6200,1.4169
0.5749,5.3226,4.0632,2.2718,3.5658,7.4157,3.2496,9.6058,4.1042,2.3016,3.8202,1.3945,7.5601,6.1243,3.1250,1.4652,2.2630,1.6011,1.7658,4.0665
1.2308,6.0936,5.2390,3.6983,12.2725,6.5431,2.1326,13.6210,5.8905,3.7214,15.0251,1.5144,6.5974,4.9607,1.7690,3.0963,2.7283,2.4464,3.8459,2.5816
0.1999,3.6334,2.5825,1.2536,1.5456,1.2662,2.0463,7.0438,2.7300,1.5269,4.4785,0.5126,1.5643,1.5671,1.5258,0.9694,0.6464,0.5142,0.5300,0.5239
1.4655,13.2757,16.3538,8.6684,14.3373,12.7117,5.8036,30.7119,17.7836,8.9662,15.5995,5.0410,14.4530,11.4520,5.4119,5.5516,7.1636,6.8307,7.4233,5.6273
0.1224,11.0593,12.7368,6.2404,11.9559,12.2377,6.3344,24.9402,13.7017,7.1847,12.1537,4.8665,12.7885,11.4662,6.2973,5.0446,5.4397,5.9541,5.6655,6.1394
1.7285,7.8659,5.9231,3.5302,6.1507,5.1698,4.5077,14.9528,6.0680,3.5558,8.1358,1.9808,5.2153,4.6417,3.3828,4.1722,3.1121,2.7643,2.2480,2.2564
0.3464,3.2326,2.0354,1.3827,6.0728,2.5397,0.9404,7.0796,2.2697,1.5204,6.5203,0.6185,6.6192,3.4736,0.7067,1.1018,0.6946,0.9810,3.7209,0.7826
0.0917,2.2531,1.9056,2.5969,3.6659,2.5369,0.7370,5.8693,2.6741,3.3656,4.1427,0.5311,2.5837,2.3290,0.6548,0.9385,0.6958,0.8071,0.8562,1.0314
0.2199,7.0720,8.3562,4.5865,6.9817,5.5079,6.9099,16.0882,8.4782,5.3610,7.6182,2.2983,5.7310,7.0179,2.7984,3.5722,3.2767,2.7638,2.5051,2.6157
0.9049,9.5097,11.7631,6.4478,10.1087,11.2489,4.5237,22.8043,12.8878,7.0106,10.6694,4.2688,11.2718,10.1191,4.3406,4.6149,4.7984,5.4041,4.6463,5.3465
0.9587,9.6299,6.9900,2.6088,4.1635,3.5094,2.8125,18.3506,7.1611,3.4020,4.2499,1.6326,3.6813,3.6219,1.9398,3.6189,4.8678,1.7054,2.0706,1.7980
0.4189,2.2690,2.9527,1.6097,2.1057,2.2614,2.5367,6.8988,3.3692,2.2355,2.6070,0.5527,2.8445,2.0994,1.1791,0.8461,1.3154,0.6394,1.0869,1.3203
0.6237,7.7294,6.9011,4.7723,11.7261,9.7043,5.1808,14.9770,8.4257,6.4463,13.4047,2.6697,10.0499,6.2651,4.1186,4.1322,2.6978,3.8189,7.4047,2.8006
2.5411,11.5458,9.2455,4.5014,12.0585,8.7712,5.0980,21.5383,9.9464,8.0046,12.2540,2.9882,9.5955,7.2119,3.5976,6.2618,5.1158,4.0418,3.9984,4.0224
5.3648,19.1032,15.2915,7.8509,20.0768,17.2168,8.2412,34.8196,16.3912,8.7509,21.0546,6.7639,17.2178,15.9866,7.1126,7.3510,7.7458,7.3209,11.1755,9.0487
2.5741,11.2791,10.7308,6.3166,12.6131,9.9463,5.6393,22.2674,11.0935,6.5743,13.9880,4.4581,10.1079,9.7508,5.5783,4.5263,5.3805,5.2795,6.3160,4.5281
0.1890,4.4240,6.2280,1.9565,3.2456,3.1900,1.2516,10.7728,7.1787,2.5003,3.3974,1.1888,3.5216,2.9134,1.2347,1.4946,2.8260,1.7628,1.2204,1.1973
2.5709,7.7796,9.4199,7.2014,9.8349,8.9675,8.4804,18.8954,10.2528,8.2586,10.1130,2.7672,9.7579,5.8642,6.1826,2.8566,3.6305,5.1099,4.3366,2.9395
0.1558,3.1760,3.3244,1.1831,3.7571,4.3397,1.5232,7.4066,4.0738,2.1453,8.2995,0.1866,4.5803,3.8783,0.9676,0.2284,0.2486,0.8153,2.2280,3.1031
4.3398,14.0040,15.0292,8.6125,11.6566,12.5066,5.4880,29.1522,17.0749,8.7776,11.8542,4.7459,12.5184,14.1982,5.2187,4.9145,7.5488,4.8017,6.4858,7.6119
1.7774,6.2576,8.1505,5.0387,7.3023,9.1502,2.3781,14.6385,10.5105,5.0846,9.5576,2.0249,9.8721,5.1812,2.2775,4.1438,2.0263,4.8842,2.3703,3.0667
0.3630,4.5975,6.4616,2.2036,4.9495,5.7099,1.3038,11.0591,6.7000,3.8209,6.0284,0.6919,6.8754,5.5032,1.0687,1.4039,2.1556,2.1829,0.8127,2.5772
0.3696,4.5633,4.2332,1.5972,4.2183,4.9738,4.7744,9.0413,4.6381,3.8654,4.2725,1.3691,8.2084,4.1935,4.6379,1.6910,1.5746,1.5084,2.4082,2.5332
0.9808,5.8557,7.8513,5.3912,12.2269,10.8525,3.5144,14.5855,10.0607,5.4318,12.8339,2.4457,11.3131,5.8603,2.8111,2.6782,2.5239,5.2754,5.5438,3.3022
0.9110,8.7191,10.1753,5.8980,8.9185,10.6808,4.0486,19.8904,11.6449,6.1085,9.0429,2.9413,13.7038,8.7245,3.2034,3.1414,5.1257,4.8397,3.1798,5.6160
0.0313,6.0736,6.0088,3.4970,7.8465,8.1026,5.8173,12.2469,8.2154,4.8147,8.2068,2.0559,10.0158,6.2453,2.1157,3.8419,2.1095,3.4149,3.2720,3.3899
0.0166,7.2804,4.1576,3.6080,7.0659,5.3847,2.0081,12.1317,5.4696,4.5992,7.4084,0.8533,5.8126,2.1002,1.0962,4.0720,0.9329,2.9407,2.0119,1.0688
0.3866,3.0345,5.3011,3.0345,6.6901,4.1905,1.3217,9.2477,6.4776,3.5349,7.5264,0.7570,4.9855,2.2472,1.1744,0.9436,1.3593,2.8284,2.4500,1.3313
0.3064,4.7582,6.5351,2.2763,7.2157,5.2781,2.3125,11.5260,7.8472,4.5679,7.5162,0.8008,5.6164,5.0790,0.8320,1.0814,3.4907,2.2120,1.8544,1.9267
0.5470,8.0629,7.0566,4.8916,10.2808,7.1078,5.3164,15.5485,9.6242,6.9012,11.1136,2.4788,7.8133,5.4586,3.0821,4.9460,2.9108,3.3040,6.6588,2.8647
0.2907,9.2223,7.7427,4.3659,8.7615,8.1254,4.1511,17.5227,8.4754,6.0308,9.3598,2.7741,9.3041,10.9191,3.3604,5.4078,3.6813,4.0331,4.4358,3.7525
0.1025,3.4127,4.2926,1.6387,2.8651,5.4150,1.4950,8.2016,5.1506,1.8986,3.9070,1.0563,5.5138,5.3187,1.3736,1.1255,2.0214,1.1988,1.3193,3.2158
0.9524,2.7583,3.0339,1.4046,4.2714,4.6470,1.7367,6.3185,3.2991,2.9574,8.2635,1.1356,8.4316,6.3264,1.3361,1.3927,1.3262,1.1513,1.5981,2.6323
0.1237,8.0717,4.0174,3.3277,5.4643,6.1175,3.6436,12.2273,4.5510,5.0269,6.1849,1.4561,6.4877,5.3816,2.9774,1.7389,1.6468,2.1486,2.8894,3.2417
0.5874,6.5072,6.6573,4.0289,5.5281,4.8272,4.1687,13.3311,8.4670,5.0373,5.7583,0.8175,5.3419,3.3560,3.5504,1.8132,3.1256,1.7201,1.5413,2.3625
1.1464,8.3693,8.9764,3.6070,8.8883,7.9651,6.5056,19.1275,9.7433,4.0250,9.1750,2.4275,9.0857,6.4772,4.6485,3.2965,4.4912,3.3940,4.4428,3.8148
2.3841,8.2884,7.9173,5.1314,7.5365,9.4295,3.7630,16.2567,8.8559,5.1403,7.6130,3.2456,10.4132,8.1014,3.4755,3.3226,3.4429,3.4332,3.6959,4.1833
1.8719,11.7960,10.6739,4.6767,10.4742,9.2101,7.3764,22.6272,11.1065,6.0736,11.9065,3.6180,9.5159,9.5828,4.1029,4.6514,5.9563,4.3212,4.8888,4.0397
1.1228,4.5923,4.1147,1.8072,3.9478,3.1636,3.4316,8.9184,4.6769,1.8091,4.0858,1.2464,3.8273,7.8711,3.0413,2.2512,1.8959,1.3035,2.5559,1.4274
0.2926,6.2206,6.9668,4.8609,9.7772,8.5378,4.5502,13.4526,7.2343,5.3355,9.9869,2.6612,8.7517,8.0935,2.7845,3.3074,2.7573,3.9935,3.2080,3.2067
0.4713,2.6695,4.5681,2.7557,4.0395,2.6902,3.1254,9.0302,6.6231,2.8114,6.6459,0.7105,4.9475,1.7558,1.7603,1.0528,0.7425,1.2024,1.0113,0.7595
1.0083,7.3715,8.3279,5.1773,5.9872,8.9674,5.7442,17.8656,8.5271,5.7825,6.2268,2.1227,11.3336,8.6069,2.7941,3.0884,4.1779,2.7987,2.1420,3.8799
0.2072,5.3391,6.5887,3.2334,9.2821,6.6912,4.7393,12.6166,6.6675,3.2919,10.0223,1.5699,6.7296,4.3290,4.3708,1.8307,3.2168,2.9100,2.8667,2.5821
0.2562,6.0455,5.2601,2.3640,4.0284,3.6602,4.2803,17.6605,5.2797,3.2061,4.2356,1.5002,4.3845,3.8419,1.9570,1.9426,3.1837,1.9091,1.9537,1.7076
0.6396,9.9097,9.6321,5.1367,9.5482,10.6581,5.2216,20.4276,10.1334,10.0944,12.3664,4.1123,11.7710,10.2368,5.0788,4.1680,4.5167,4.8758,4.2691,4.6110
3.1164,9.8019,11.5220,4.7104,10.0848,9.0179,4.5661,23.4352,12.5587,4.7764,10.6879,3.5665,9.9602,9.8942,4.1101,4.9195,4.6825,4.0167,5.6091,4.0740
1.2316,8.7802,11.6675,6.6849,9.4098,11.6378,4.3788,21.3944,11.9503,6.7763,11.1394,2.8024,12.0404,10.8561,3.3534,3.1293,4.9124,6.0399,3.2950,4.3600
3.7016,8.2394,10.4382,7.6279,12.6497,12.7423,5.6962,20.0250,11.0026,8.4487,13.0113,3.8606,12.8568,10.9916,5.0932,3.9160,4.0055,5.9125,6.1163,5.0647
0.1674,10.1486,10.8381,4.3961,9.2028,10.7426,8.0474,23.7412,10.9189,5.1911,9.4427,3.7853,13.9969,10.8347,7.5521,5.2326,4.8655,4.3621,4.0736,6.2983
2.6302,11.1895,12.1700,6.1911,7.9701,8.3558,7.5710,23.3748,12.4675,11.0612,8.5908,3.4781,8.5204,7.2152,4.2506,4.2112,6.7984,4.3355,3.4939,3.5270
0.1007,10.5536,9.9189,5.8955,11.3661,11.9770,5.4966,21.1923,11.3397,6.9171,12.4094,4.0793,12.4848,9.6846,4.5555,4.8594,4.9743,4.8641,5.2947,4.6342
0.9600,4.2527,5.5545,10.9616,6.7185,5.2683,4.3317,10.4895,9.2941,11.4640,8.5252,1.1330,5.4334,5.7530,2.1336,1.5433,1.4320,2.4352,2.3586,2.7754
1.4779,4.3923,4.3685,2.5208,5.8059,4.6065,2.6412,9.8499,5.2927,3.1953,6.0894,1.8789,5.2184,4.5544,2.0007,2.3223,1.9687,2.1243,2.8567,2.3120
0.0019,2.0243,3.0661,2.0274,4.8077,7.2751,2.3181,5.2759,3.7657,3.8500,5.1029,0.5980,7.3215,5.0791,0.7925,0.8009,1.2083,1.6797,1.9653,4.4504
0.9437,10.6958,9.9247,8.5243,9.9602,7.5716,4.3074,20.9811,12.8652,8.8053,11.3053,2.8691,8.2980,7.8213,4.0118,4.7208,5.1271,4.5274,3.1627,2.9771
0.0770,3.9822,5.3516,2.2908,3.6768,4.6451,1.8783,9.7639,5.6326,2.4604,4.3119,1.1987,5.1841,3.8838,1.8713,1.8653,1.4804,2.2444,1.3196,2.3261
0.0267,3.7261,4.1354,3.4925,5.7727,4.8706,1.7984,8.8793,4.5681,4.0191,6.3435,0.1909,4.9212,2.3731,0.4483,3.0986,0.2059,2.2562,3.4298,1.8693
1.2951,4.3555,5.2857,3.9763,7.5983,7.1905,2.7965,11.5291,5.8831,5.1738,8.8983,1.7455,10.9639,9.7260,2.3108,2.1261,2.0323,2.4082,2.7003,3.8652
0.1581,4.1651,4.7992,3.2614,4.9993,12.0266,2.6526,9.1064,6.2502,10.2362,5.0933,1.3078,12.6286,4.3567,2.0216,1.9891,1.6800,2.8494,1.5451,2.8469
1.1984,5.4455,8.0722,6.0619,9.1369,7.2780,4.8315,13.7186,8.3114,8.5315,10.3401,2.2596,7.4978,7.3305,4.0216,2.8422,2.3550,3.7687,4.6652,3.4658
2.4289,6.9815,7.5849,3.5781,9.4157,11.2494,5.5827,16.9085,8.4776,4.6541,9.7505,3.2442,11.4179,10.9915,3.7810,3.5407,3.3033,3.3068,5.2508,7.6620
6.1221,14.6767,14.5987,6.9770,17.0730,14.0260,7.5702,29.6249,15.5993,7.5902,17.9223,6.5452,14.2343,14.5122,7.3580,6.8923,7.4949,6.6187,7.1968,7.1170
0.4977,2.3545,3.2011,0.7314,2.8025,1.7016,1.4023,7.2680,5.2581,1.4751,4.0838,0.5003,2.6198,1.8720,0.9343,0.7269,1.0712,0.6603,0.8555,0.5823
1.9873,17.2202,16.2002,9.0817,15.7217,15.1533,9.3279,36.5753,18.5339,10.6540,17.9722,6.5817,16.5132,14.3076,7.8799,7.0129,6.8907,7.1547,7.1379,7.1113
2.1992,10.1908,13.1571,8.2229,11.1872,12.1375,5.7699,23.7949,13.5446,9.3547,12.5175,3.5344,13.2649,7.5153,3.9471,4.6527,5.4253,6.5495,3.6286,3.8174
1.1202,6.3990,5.3294,2.3712,5.0454,4.8561,5.8002,11.8712,5.8986,3.3357,5.5056,1.1728,7.9988,4.5492,2.9801,2.8241,2.1816,2.3256,2.3781,2.0306
