HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
1.0181,4.4958,2.4066,0.9931,2.1139,0.1057,1.2085,1.5568,24.6034,23.8022,0.3936,24.5375,1.9073,0.3831,0.5606,13.6527,0.6806,6.1914,0.9370,8.9002,11.6531,1.3669,0.4509,1.9828,0.1535,8.5699,1.6121,1.7738,2.8434,4.4767,5.9189,7.5418,7.6535,22.0136,22.1246,27.9808,29.8251
1.7718,3.1068,1.8913,0.1342,1.7669,1.1059,1.6378,0.8240,29.3409,32.1639,3.4355,32.1960,0.1695,0.1190,3.4703,12.9407,1.8487,6.2328,1.1641,7.8624,15.6089,0.7671,0.6191,6.8531,0.5602,6.8853,0.5294,0.3008,2.1451,3.1554,5.6589,6.6943,7.0073,26.3572,28.1850,30.5817,35.2125
0.1896,1.4719,0.3626,0.0344,0.1218,0.0779,0.7902,0.1026,34.1333,35.5156,0.3248,32.9568,0.4098,3.3407,3.4990,19.3950,0.1398,10.2413,0.0056,9.8524,17.0538,2.8601,1.5987,2.7331,0.2443,4.9061,0.4554,3.2105,3.2502,4.2977,9.2160,9.5895,10.0676,31.9063,32.4737,33.2785,37.6778
0.6252,4.4925,4.5293,0.2136,4.2110,0.3698,1.0322,0.4637,24.7938,23.7641,0.7457,24.3392,0.2570,0.2678,0.3472,15.0760,0.1685,6.5335,0.0642,9.5356,11.2457,1.0493,0.2122,1.4868,0.6202,7.4068,2.8374,0.6106,1.7591,4.6668,5.8025,7.9299,9.2081,21.2529,22.5400,25.0639,25.6809
1.6422,3.4192,4.9317,0.4958,2.9487,1.2274,3.7891,0.1634,37.8671,37.8535,0.4934,38.6754,0.8863,2.1235,2.7557,23.7160,1.0015,11.2931,1.0069,13.7715,21.1625,0.9771,0.4939,4.1378,3.0592,7.7335,0.1445,0.8122,2.5983,3.2483,7.9641,11.2526,11.3494,36.5321,36.9757,40.8128,43.8995
2.2468,2.6805,3.3510,0.3959,2.4359,1.6958,3.7202,1.0905,30.8190,30.4053,0.5942,29.8950,0.0317,0.4010,1.3127,15.0504,0.0390,6.2854,0.2507,9.2938,18.3451,3.5270,2.4868,4.5105,0.6322,4.6501,0.4104,1.6513,1.7797,3.3642,5.2919,8.9961,9.0328,29.2036,29.2725,33.5528,35.0522
2.2319,6.5208,6.5647,3.9998,5.9163,1.2697,7.7353,0.0068,23.7785,25.0766,0.0477,26.7515,0.9183,0.2057,2.1210,11.8111,0.0785,5.3153,1.0687,10.2319,12.4270,1.1533,0.6982,1.8621,0.4794,4.5219,1.8930,0.9181,1.9352,3.8503,4.7181,5.5016,6.2069,22.3119,23.4860,32.4353,35.5040
2.1684,1.6835,2.8195,0.3656,1.2208,0.6332,1.6266,1.7392,35.6204,34.1497,1.5173,34.7161,1.2091,0.2720,0.8161,17.8631,1.0362,9.2529,2.8220,12.2735,15.8755,0.7476,0.5478,2.4575,1.2431,5.6742,0.6044,0.6389,0.7820,2.0017,7.4272,9.2152,9.9539,29.2237,31.1164,33.9095,34.7553
1.5041,5.8210,5.5126,3.5985,4.2001,0.1387,3.8826,0.4511,24.0662,29.0691,0.4987,24.4832,1.7631,0.2024,1.1204,12.7915,0.0760,6.2903,2.8933,9.1692,12.8024,3.0529,2.2007,3.3551,0.2300,4.4183,0.6224,0.1802,2.1867,2.8800,4.7955,5.3503,5.5391,23.2186,23.5239,28.8514,31.5112
2.7729,8.7751,6.5108,1.7681,5.8586,2.1851,4.3086,0.0689,31.0109,32.6487,1.9203,32.8454,1.1915,1.1902,1.9221,16.0019,0.4420,7.6355,1.6600,11.3728,15.7901,5.9810,2.3391,2.9536,0.6085,5.0637,0.3288,1.4762,2.4469,3.8758,6.4833,8.1916,8.7598,30.3162,30.5683,35.0423,37.2917
2.1277,5.1240,6.0392,1.7143,5.1146,1.9573,4.1705,2.8492,25.8673,23.4136,0.0313,24.3616,0.7538,0.3603,2.6893,13.4743,0.8263,5.9548,0.2231,6.7133,9.8544,2.9806,2.4789,2.9014,0.0250,5.9699,0.3972,3.0687,3.3329,4.1507,5.8414,6.1490,6.5851,21.7479,22.0558,27.1719,31.5098
0.1046,2.5409,3.4498,0.7250,0.8386,0.0145,0.9264,0.7865,31.3615,31.0367,0.2464,29.5710,0.4639,0.9115,1.9990,13.6743,0.2457,6.6914,1.4914,10.4036,14.9500,1.0906,0.5275,3.2832,1.6573,3.7454,0.4884,0.5009,0.5947,1.6623,4.3866,8.1609,8.7232,29.0581,29.1561,32.9976,35.3959
1.2061,1.3668,1.2544,0.9447,1.1627,0.1808,1.1937,1.9503,27.5722,25.7812,0.1860,23.1583,1.8306,0.4041,1.3435,14.2556,0.9058,5.4298,1.3053,8.4622,9.4181,0.4546,0.3476,0.8472,0.2234,5.9788,0.8080,0.0463,1.2987,3.2407,4.6286,6.5926,7.5556,21.8767,22.7419,25.2030,27.3492
2.3806,3.8150,3.9013,0.1855,3.4280,0.8044,1.7500,2.9701,37.9325,34.7662,0.3968,35.0607,1.5144,0.4106,1.8920,17.9498,0.8131,8.7015,1.6337,13.5006,17.7566,1.5598,0.4998,2.4653,1.6675,6.4014,1.3173,0.2212,1.9212,3.5621,6.8857,9.8315,10.8803,32.9733,34.0252,38.2875,41.3290
1.0750,5.7228,6.9499,0.2442,5.0696,0.9139,1.5439,1.0153,35.3924,33.5825,0.0850,33.9613,0.4620,0.5823,0.8254,17.6646,0.4606,9.7961,1.7114,12.2244,20.7009,2.5313,1.4856,5.2052,3.1833,5.9765,1.3571,0.3467,0.6787,2.0522,6.3636,9.8889,10.3158,33.2280,33.3259,35.3982,38.4607
2.0520,2.7945,3.1172,0.1812,2.3283,0.6558,0.8445,0.2593,38.3920,38.4743,0.3462,38.4539,1.3396,3.0527,3.5346,23.8841,2.6865,11.1413,1.1783,12.4248,19.0777,3.0332,1.8938,4.7495,2.3369,8.0871,0.3923,0.9167,1.1920,2.4612,8.1100,10.4762,12.6155,36.8675,37.5461,38.7137,43.5275
0.3841,2.3879,1.3480,0.2465,0.5219,0.1478,1.4452,0.1786,32.0843,33.1543,0.4255,34.6730,1.6578,0.3671,0.5491,20.4785,1.2360,9.8537,3.8182,14.7140,16.4251,1.2779,0.4578,1.5789,0.7055,8.7035,0.7883,1.1492,1.1842,5.4202,8.6927,9.8351,11.2850,30.1268,31.4366,32.9083,36.0232
1.9654,3.3071,6.9586,0.0682,2.5530,1.5664,3.9469,0.8298,30.6062,30.7963,1.7744,30.7761,3.5421,0.5483,1.4530,13.1108,1.2123,6.0666,4.4785,10.4135,13.6059,2.2894,0.0625,1.8420,1.2842,4.6316,0.2905,0.2327,0.7111,1.4159,4.3902,5.8319,6.9718,28.5088,28.9890,33.0823,34.6437
2.2484,8.5717,7.8434,5.0573,7.6755,2.1575,7.9633,1.3766,33.5164,35.8920,2.1695,34.2031,0.5950,4.4609,5.9180,15.1902,1.8295,9.0775,2.6163,11.5085,14.4042,2.4252,0.8844,2.5715,1.0048,6.1915,1.2710,0.5348,0.7259,2.9833,6.0365,7.0510,9.0224,31.0851,31.8074,43.3922,49.7159
2.5748,4.0344,4.6081,1.5519,3.6708,1.5394,3.1153,0.4057,24.8271,24.5487,0.0875,24.4750,0.4498,0.0256,0.4057,16.1713,0.6669,8.2501,1.7863,9.9060,12.2384,0.5670,0.0462,0.9301,0.0606,7.9462,4.7180,0.0112,1.1629,6.1721,7.4572,7.6870,8.3332,22.0599,24.2408,28.3938,29.2423
2.1092,8.9389,12.3667,2.5026,8.1665,1.9198,4.4344,0.2621,27.8813,28.9924,0.4663,27.9418,0.5767,0.0790,1.2588,19.2290,0.4853,9.6615,0.1071,10.1981,12.8468,0.7239,0.4577,2.2172,1.6020,9.0312,2.4280,0.0987,1.5963,5.1904,7.3604,9.9733,11.1295,26.6841,27.1432,31.5783,33.0568
4.7426,1.7205,2.3696,0.2688,1.6541,1.2296,2.3279,5.3492,36.3606,31.4869,0.2034,31.2182,0.0447,0.3542,4.9791,15.0925,1.5012,7.6537,1.0066,12.5832,16.6790,3.6623,1.9704,3.9723,1.4564,6.2140,0.0707,0.0465,0.9651,1.8822,5.9491,7.5423,7.6224,29.4051,30.2912,33.6281,38.8945
2.7566,3.1946,3.8398,0.3681,2.9957,2.0580,2.5587,0.4876,19.7934,20.2777,0.7063,21.2894,1.3728,0.4355,1.2082,10.5958,0.0319,4.3775,0.0905,4.8457,6.7303,1.7560,0.1758,1.4413,1.0754,3.1956,0.0357,0.2284,0.3710,0.4077,3.0845,4.3501,6.2080,18.2965,18.6434,21.6366,23.3113
1.7274,1.5596,1.2513,0.1490,0.5135,0.0381,1.4141,1.2635,28.8296,28.1522,1.0185,28.5368,0.0205,0.4496,2.0513,14.5952,0.3228,7.9227,2.1585,9.8990,13.6557,4.1291,3.5422,3.5808,0.0331,5.9305,1.3760,0.7662,0.7890,4.9850,6.0722,7.6716,8.4992,24.6714,26.7413,28.8700,32.3800
0.5386,5.5711,7.5030,0.0228,4.5551,0.4765,0.8015,0.2609,24.0876,24.3240,2.2786,26.8071,0.4335,0.2967,1.6910,11.3761,1.9064,5.4662,1.1974,8.0016,10.6916,1.1033,1.0480,1.4962,0.1405,6.1379,0.8061,0.1942,1.6056,2.7918,4.9709,5.8498,6.2177,21.4277,21.4702,22.5200,24.4814
0.7076,1.4229,0.9533,0.5418,0.5652,0.0005,1.1081,0.5992,30.7312,30.4212,0.4859,31.5463,0.8669,0.2014,0.7192,12.5334,0.1800,6.1116,2.4169,13.0227,18.8181,2.3788,0.6896,5.4519,0.7834,4.7496,0.5098,1.1755,2.7019,3.7346,4.8094,5.6604,7.2107,28.6218,29.8324,32.6534,33.6078
0.6329,1.4152,0.3004,0.2398,0.2872,0.0158,0.8219,0.3679,19.8636,19.8826,0.2909,19.5240,0.7081,1.7685,2.0035,11.9784,0.5833,6.3618,0.7544,7.3143,8.6944,0.8797,0.4778,1.2852,0.4624,5.0797,0.9112,1.2326,2.1468,3.5727,4.9713,5.7878,6.6006,18.9604,19.1681,20.4528,26.2427
2.8842,2.4701,5.6705,0.7002,2.3611,0.8500,1.5602,0.0321,29.2934,31.2870,1.1828,30.8737,0.2387,1.5284,2.0334,17.3700,1.0658,8.2736,2.4754,11.4179,15.3793,1.8461,0.6533,2.4746,0.8871,7.4897,3.3190,0.7307,1.2576,5.1599,7.3857,8.8550,9.8024,27.9151,28.5830,36.5809,39.2493
2.2372,7.8311,7.2303,0.9837,6.9402,0.6024,2.5593,2.2074,35.9665,36.5950,1.2001,34.8940,0.4010,0.0667,2.2728,24.3745,3.1301,13.8642,0.2064,14.0640,15.9935,1.1745,0.4817,1.8450,1.1986,8.3440,0.4493,1.4997,1.6984,2.9977,10.3563,13.0134,13.1114,31.9378,33.5447,36.8637,39.6189
2.2005,2.6507,3.9911,0.4333,2.3879,0.7655,1.2595,0.8612,39.4543,41.9310,0.8458,38.7877,2.4869,0.8490,1.5729,25.5865,0.0116,14.8583,0.3548,13.7055,17.2877,0.7723,0.0399,2.2444,1.8279,11.7667,1.0079,5.3839,6.3649,7.9519,10.9429,13.1667,14.6059,36.4409,37.6978,39.0783,42.9153
2.6676,6.1658,6.3121,3.3386,5.7467,0.9968,4.4941,0.6563,42.0903,45.8814,3.5708,44.7491,0.4300,0.1186,0.2493,24.6179,0.0323,15.2454,0.3350,16.9065,22.6412,2.0214,0.7005,5.4042,4.0144,8.8813,0.6849,0.3283,1.4580,4.5143,9.7255,14.6842,14.7821,38.8868,41.1444,46.3554,46.8151
0.7527,5.0716,4.1909,2.1558,2.9448,0.5882,4.1444,1.5970,45.0605,43.4434,0.3620,43.7808,0.2234,0.5902,1.4831,18.9324,0.6108,10.8645,0.5109,16.8295,22.6782,1.7300,1.2836,5.4515,3.5911,8.0613,1.0449,0.7726,1.5460,2.8000,7.0815,11.1029,11.1044,41.0885,43.0062,47.7258,49.3007
1.9245,5.1216,5.4380,2.7592,4.8782,1.2585,4.2242,0.1520,37.9028,39.5984,0.5342,38.4939,0.5008,0.1480,0.6909,24.0750,2.0261,13.9983,0.2198,14.6887,22.2543,5.5716,2.3952,6.8499,3.6320,10.0297,0.4568,1.4041,2.6478,3.3622,9.0619,13.2662,13.3232,36.8769,37.6602,42.0366,43.1117
0.5866,1.3581,1.0627,0.7321,1.0489,0.0414,2.0985,1.3425,20.0920,17.7742,0.3148,17.8039,0.2967,0.1404,0.6923,7.0481,0.6987,4.4601,0.6279,5.2865,7.6843,1.2065,0.3906,2.0164,0.0208,2.3514,0.1444,0.9232,1.0914,1.6130,2.3732,2.6873,4.3429,15.8699,16.3631,19.2217,22.3813
1.7222,3.1255,2.9684,0.4469,2.6862,1.5001,4.1861,2.0057,36.3492,33.3687,0.1812,32.8517,1.8928,0.4845,0.7431,14.6538,0.2095,8.7844,0.1997,10.3572,18.7961,1.1177,0.9862,6.1462,2.5085,5.8114,0.1317,0.3303,1.2820,1.8624,5.0392,8.2029,8.5294,31.9397,32.4902,38.1004,39.6157
1.3529,5.0421,4.1326,2.2633,3.8805,1.1486,4.1899,0.2080,40.9674,40.3144,1.8007,40.6873,0.5542,0.9965,1.5150,24.8053,0.1861,10.0465,1.5167,12.4040,19.6071,4.8759,3.7062,4.8782,0.8450,9.9182,1.6498,0.0201,0.2417,7.2966,8.6466,10.7524,12.9328,34.8633,38.0731,44.9395,46.7462
0.8201,6.6005,5.3150,0.1033,4.7640,0.2073,1.3096,0.1706,22.4847,22.4412,0.8353,23.0594,0.4818,0.2521,0.8389,13.2719,0.0369,4.9782,0.6823,7.2914,9.8449,0.5896,0.4983,1.8689,0.5076,3.8513,0.0898,0.4091,1.9882,2.7568,3.9366,6.0825,7.2779,21.3104,21.6039,23.0657,24.2828
0.4087,5.4034,2.1984,1.1380,2.1667,0.3963,2.8889,0.6194,30.4701,31.4790,2.3833,31.9425,0.6858,0.1154,1.1800,16.2935,1.1157,11.2240,0.6832,12.5342,16.1580,1.4591,0.0175,2.3719,1.7719,4.9005,0.5149,0.0713,1.4451,1.9640,6.4347,8.5813,9.1530,27.1775,28.7482,31.6995,32.9119
1.7871,6.6394,9.3478,0.0426,6.1414,1.5906,3.4010,1.1599,30.5818,31.4495,1.4992,30.9855,0.1669,1.1183,1.2715,19.9338,1.3372,8.4765,0.4640,10.9879,15.4274,1.4333,0.2561,0.4441,0.0100,8.0636,0.1488,1.3340,4.3301,5.7511,7.6815,9.3880,11.5329,28.8057,29.0661,33.2014,40.5898
3.0888,6.2075,4.8169,0.4554,3.9052,2.8740,5.1180,1.2430,42.7364,42.4938,1.3606,42.6812,0.9552,0.7535,1.4602,26.4850,0.0960,14.1930,0.2880,14.1469,19.3254,0.6170,0.0765,4.6757,3.2272,9.7993,1.2065,0.2961,3.9575,5.3097,10.2878,13.7573,15.6743,40.0462,40.5946,47.3367,49.4248
0.8566,3.5139,1.1749,0.6926,0.8677,0.0552,4.0153,1.6911,38.3931,39.3927,1.6303,39.1467,2.3489,0.0965,1.7399,21.7116,2.2897,11.5135,2.0544,14.8318,17.9956,1.7807,1.0096,2.6320,1.4051,10.3820,0.3054,3.7672,3.8674,5.4752,9.3207,11.9166,11.9747,34.3294,35.6069,39.6889,44.2014
1.7976,1.9407,2.5808,0.3505,1.1167,0.2509,3.3385,1.8174,28.4630,27.2887,0.2228,27.8013,0.5406,0.2397,1.9007,17.0740,0.5348,10.9204,0.2173,8.8365,13.3350,4.0396,1.7569,3.2748,0.2314,8.3634,1.7346,1.8954,2.0472,6.6043,7.9482,8.3389,8.5702,25.0629,26.5942,30.0303,32.3172
4.7629,8.9644,9.3825,1.4890,6.5174,3.6831,5.1905,0.8486,21.9761,20.8453,0.8375,21.3475,0.4658,0.2465,2.1076,12.0558,0.8861,5.8813,0.3891,7.6533,10.2789,2.7312,0.5348,1.3125,0.1660,3.9367,1.4189,0.3560,0.8428,2.7074,5.7105,6.0595,6.1696,19.1919,19.3607,24.8973,30.2166
3.2101,4.7928,6.5034,1.2582,4.0830,2.4777,4.1522,0.2655,35.1136,35.2955,0.6937,34.4589,0.7361,1.0655,1.0839,25.5550,0.6842,12.3857,0.6311,13.5893,16.4770,0.4878,0.2511,1.2240,0.6274,9.8664,0.9228,3.2657,6.3993,8.2200,10.4356,11.9411,13.7507,33.2657,33.3902,38.0898,39.6872
2.0042,5.1122,4.0718,1.1414,3.8973,1.4936,2.8226,2.2571,37.1347,34.3418,0.2900,33.8947,0.4243,2.3516,2.7341,17.8685,4.9097,8.1103,0.7059,10.6657,18.1814,3.1220,2.3714,4.7346,0.7122,8.9710,0.1175,0.8654,0.9730,1.3988,7.2429,8.9072,9.7119,32.5216,33.1808,36.1561,41.0231
2.0762,6.9176,4.1837,0.3142,2.6032,0.8626,1.6251,1.4411,32.9511,30.3085,0.5405,30.4773,0.1100,0.3171,2.3156,17.3993,0.6871,10.2131,1.4536,12.6554,16.1606,0.9793,0.6234,3.2223,1.7458,7.1179,1.3540,2.0268,2.9481,4.4453,7.0361,9.6338,10.2536,29.1978,29.7293,31.6111,36.0056
2.1993,2.4473,3.4411,0.7630,2.3410,1.3544,4.4263,1.3943,27.7938,26.3951,0.2702,26.4471,1.6984,3.3051,5.2240,12.4392,0.3467,5.9010,1.4527,8.4950,9.6915,1.5104,0.2362,0.9737,0.7132,4.4693,1.5145,1.2308,1.4846,3.0773,4.6844,6.9565,7.5237,24.3879,25.5369,31.2136,37.6119
1.6883,2.6935,1.8867,0.1246,1.3470,0.4556,1.3545,0.0058,25.7401,25.0518,0.2277,26.0075,0.3738,0.0405,0.5611,14.9363,1.0473,6.7562,4.6336,13.0135,14.6928,2.3041,0.6249,1.5335,0.8670,8.4703,1.1135,0.2801,1.5383,2.9727,5.7636,6.9888,7.8882,24.6226,24.7863,26.5088,27.3895
2.2256,2.4212,3.1318,0.0894,2.4210,1.9118,2.5163,1.7331,19.6613,18.5036,0.3813,18.7703,0.4110,0.5624,0.9190,9.4344,0.1357,4.7135,2.1963,6.4862,10.6653,0.5120,0.1738,2.3733,0.3716,3.3220,0.8220,0.9424,1.7070,2.7919,3.7481,4.2463,4.6918,16.8865,17.5253,21.1137,22.3020
1.5913,5.7060,1.7190,0.8296,1.5631,0.5405,2.0045,2.1637,30.0240,27.2302,0.1467,29.3372,0.1648,0.6348,2.8228,13.5541,0.2077,7.1795,0.0443,6.8851,15.5973,4.6540,4.5351,6.5655,0.0933,4.7312,2.9645,0.2729,0.8562,3.9134,5.6821,5.8908,6.4114,26.2674,27.0196,30.2054,33.4190
0.7964,3.6179,3.0966,0.7630,3.0706,0.3659,1.3010,0.3583,45.7427,48.1232,2.8011,48.3677,0.9513,0.6284,2.4646,26.9998,0.6849,14.5016,0.3542,14.4035,23.1376,4.0485,1.7849,6.5669,3.0027,7.8890,2.2873,0.8568,1.2445,4.0112,9.5869,13.8825,14.4907,42.2224,44.8935,47.1784,49.8862
