BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
2.0131,5.8516,5.2746,2.5012,10.4072,4.7734,3.3446,11.4283,5.3462,5.0136,10.8851,2.0841,4.8577,4.3671,2.0895,2.6537,2.3608,2.2147,4.0978,2.2543
0.0097,6.0426,3.9834,2.6814,4.8272,3.1626,3.1266,10.4632,4.4708,3.1619,4.9662,0.8953,9.8769,2.2744,1.5851,0.9914,1.4303,2.0957,2.4500,1.0334
0.8329,6.0503,2.9778,2.1012,3.7305,3.3567,2.1023,9.7634,2.9989,2.3386,4.0700,1.2203,4.7048,4.8943,1.7446,4.5707,1.3684,1.3349,2.3518,1.8474
0.6575,6.5516,7.0401,4.1352,7.6622,11.3208,3.0967,13.8846,8.3060,4.2017,7.9288,2.2834,12.9303,10.2030,2.3057,3.1362,3.1559,3.6110,2.6674,7.6218
0.1620,1.3649,2.2778,1.3827,2.7328,2.1782,2.8046,3.6546,2.8977,7.0180,3.4257,0.2107,3.3425,1.1440,2.6981,0.4033,0.9469,1.0179,1.1247,0.6147
2.3439,8.8453,8.0500,4.0932,6.7921,9.2035,4.2416,20.4048,8.6282,7.4278,7.9736,2.7322,9.5576,7.6461,3.6556,2.7837,4.7212,3.1692,2.7420,3.9392
2.5399,15.3381,15.6897,10.1251,15.6609,15.8693,8.8810,31.5335,17.8102,10.4720,17.9809,6.1003,17.3601,13.3134,7.4956,6.3298,7.6142,8.0381,6.9656,7.0080
1.1985,4.7075,5.3864,4.4438,6.4729,8.0865,3.6405,10.8576,8.5381,4.5030,6.5273,1.2172,9.1533,5.6104,2.2296,1.3280,1.3632,3.9529,1.2998,3.1118
1.5243,5.4184,8.7418,6.8321,6.5186,8.1208,3.7158,15.7751,10.7791,6.9462,6.6876,2.1403,8.5556,5.6846,3.1284,2.3278,2.4479,3.9383,2.5622,2.6647
0.6450,5.8949,7.0076,7.1567,6.5156,8.7832,3.3369,14.0460,7.6219,7.4284,10.0525,1.8322,9.1317,6.8732,2.2501,1.9911,2.2376,3.9606,2.5229,4.6233
0.2843,3.1987,3.9739,3.9884,5.8540,5.8283,1.5035,9.0378,4.1192,9.5910,5.9080,1.1744,6.1575,6.0297,1.1937,1.4743,1.3644,2.5797,1.7809,2.8444
0.3829,10.5263,6.7713,4.4132,7.4654,6.4646,3.0754,18.8186,7.9065,4.7871,7.7123,2.6806,8.3719,6.2784,2.6907,5.8856,3.0357,3.0471,3.6073,2.9077
2.7017,12.8621,13.2660,5.2982,12.6772,11.1644,6.0844,27.1506,13.3291,6.5717,13.1671,5.1047,12.3339,12.0062,5.6403,5.7651,5.3558,5.2926,6.5340,5.7437
1.0135,5.3347,8.1603,5.0177,9.2837,9.9245,2.4034,14.9830,8.5361,7.2371,10.1736,1.4523,10.7744,8.2774,1.5693,1.8822,2.7949,4.8555,2.1186,4.6942
0.9661,8.1773,6.7199,2.8064,7.4347,6.9619,3.0213,15.8815,7.2100,3.1490,11.2324,2.4342,7.8101,7.5891,2.6160,2.5808,3.8794,2.6296,2.5053,3.7342
0.2011,6.2450,6.1199,3.1356,8.8873,6.4411,2.5116,12.7918,7.2619,3.4611,10.1911,2.3379,6.5644,5.6572,2.3527,3.4054,2.6356,2.4363,4.7262,2.9719
0.7689,9.9236,13.0954,7.4663,9.2260,12.0255,4.4736,23.5855,13.2514,7.6959,9.4896,3.3386,13.3575,7.3517,4.2622,4.9940,4.4394,5.0694,3.7563,3.4230
0.9938,4.6465,9.0135,4.5375,10.6423,4.9983,5.5761,15.4571,9.1960,5.4004,10.8330,1.4819,5.3686,3.5710,5.3843,1.7906,2.2661,3.1053,3.0790,1.7403
0.1734,1.2019,2.8482,3.7827,3.4809,5.5958,1.1692,4.8568,3.1207,3.9546,4.1338,0.2535,6.4253,2.6517,0.9593,0.3385,0.8471,1.6199,0.5521,2.1775
4.4116,15.5822,18.7245,10.3441,19.5927,18.7411,8.4540,34.6349,20.3825,12.1378,20.2412,6.4486,20.5330,15.7218,8.2470,6.4990,8.3397,9.9940,7.3021,8.0485
0.1621,7.1339,9.8132,3.8014,6.9043,6.6183,4.3671,17.1207,11.0351,4.6372,8.0767,2.8903,6.9299,6.8748,3.6997,3.3843,3.4326,3.4814,3.2911,2.9137
0.7214,7.8920,6.8637,3.2513,7.8344,8.4479,5.1044,16.0466,8.3282,3.9494,8.0270,2.5864,9.7211,8.2488,3.8266,4.2180,3.2878,2.6776,4.4704,3.7068
0.7327,6.2095,7.1100,4.1895,6.9829,6.4091,3.4612,14.7385,9.2500,4.3889,7.0350,1.8699,6.9354,4.0726,2.2257,2.3326,3.7244,3.1403,3.0367,1.8834
0.7925,6.8564,5.1440,2.5873,5.1105,6.1752,2.4389,12.6362,5.8400,2.9514,6.4549,1.7549,6.3707,6.4821,1.8345,2.3529,2.2189,2.3232,2.3950,2.4754
0.6428,4.1927,6.0034,3.2666,5.2085,5.2746,2.4801,10.2421,7.7499,4.6698,6.3200,1.7422,5.7377,4.0812,1.8652,1.7658,1.8258,3.0168,2.1452,2.0920
0.3692,6.4038,6.0468,4.2983,7.8898,6.7405,4.1007,12.7051,6.4418,4.5523,8.0360,2.2526,7.9423,5.8312,4.0225,2.9645,2.4462,3.5558,2.9153,2.6716
0.2985,7.1795,6.6563,4.4200,7.8078,5.6146,3.3209,13.8949,7.4379,5.1663,7.9607,1.8441,6.3188,5.7269,2.9380,2.3799,3.2027,2.8581,4.8501,2.3136
1.1828,4.1798,3.9500,2.7443,5.4971,4.1693,2.7949,8.3581,7.2145,3.3282,6.5807,1.2772,5.4912,2.8856,2.4215,2.5325,1.5868,1.4382,4.0069,1.5128
0.0093,2.4408,2.9636,0.6093,1.7656,2.7730,1.0189,5.5174,3.0125,2.7483,5.2229,0.3446,9.1369,1.9636,0.8403,0.8775,1.3151,0.3543,0.3838,1.1159
0.6394,6.0622,6.4743,5.1898,5.6134,6.6678,1.4898,13.1873,7.9720,5.8539,8.0783,1.0264,6.9722,5.6042,1.1754,4.0603,1.7733,3.5427,1.0613,2.4200
1.3610,11.2677,11.3796,7.4009,13.7984,11.4328,7.0275,22.9100,11.6122,7.7844,14.6462,4.4577,12.2370,12.8407,4.6244,5.3331,5.2309,5.1437,4.9137,5.1970
0.8030,4.4402,5.7841,2.6579,5.7243,12.3387,6.8622,10.3964,6.6301,3.8714,6.0833,1.4350,13.2108,8.6681,3.9615,1.9391,1.7928,1.5729,3.9134,7.0093
0.3814,7.6778,5.8016,3.1820,8.1360,7.3848,2.2635,17.1762,6.1458,3.4729,8.3902,2.1201,7.6000,7.0620,2.2617,3.6634,2.7466,2.9323,4.8842,4.1148
0.9624,3.7499,4.2680,2.3480,4.7586,4.8808,3.7025,8.4353,4.9562,2.6597,5.4699,1.3108,5.2203,3.5220,3.1268,1.4632,1.4938,1.8979,2.4419,1.5368
1.8471,9.5050,5.8198,3.9620,7.3413,7.5121,4.6051,15.3392,7.7665,3.9976,7.5357,2.5233,9.6137,5.4585,3.6832,3.1266,2.5620,3.0633,3.5225,2.7714
0.0068,2.2231,2.9922,1.8696,3.3518,4.5088,2.7031,5.7131,3.8804,2.0275,3.3645,0.1698,5.9260,2.3033,2.2628,0.8684,0.9326,1.2904,1.9093,0.7632
0.0561,6.3529,4.7395,3.0803,7.6437,5.4034,2.7786,11.4550,4.7833,3.3907,9.9637,1.8731,6.1649,7.4945,2.6465,3.6821,2.2886,2.4029,3.6829,2.7511
0.4467,4.6611,3.9756,2.5411,3.5166,6.3911,2.1487,8.7541,9.3725,3.0938,3.5972,1.0156,6.7543,3.6666,1.7510,1.2092,1.6489,1.5644,1.4611,2.3042
0.6202,5.0871,4.8092,2.0138,5.3733,6.3732,1.7022,10.9420,6.4299,2.9039,5.7491,1.5210,6.8333,6.8248,1.5686,2.4923,1.9130,1.9291,2.6032,4.3770
0.0561,4.1185,6.5315,4.4736,6.8894,6.6323,6.0128,12.5599,10.9556,6.6044,7.1835,1.3965,6.6668,3.2661,3.5282,2.1540,1.7844,3.9031,2.6237,1.7164
0.8685,8.5052,7.2884,5.0846,9.8821,7.5620,4.5041,15.9767,7.4395,6.0587,10.1945,3.2598,8.4334,7.3326,3.7414,4.4538,3.3001,3.4440,4.5418,3.7249
0.0541,3.0558,3.2457,3.0278,2.1740,6.4923,3.9126,6.7767,3.7024,4.0469,2.2439,0.5603,9.5235,5.0581,1.0226,1.3543,1.3259,0.9250,1.1710,4.4800
0.2142,4.7735,5.1105,2.7250,4.8388,4.1902,3.5237,10.5001,5.7281,2.9468,5.9973,1.5204,5.3978,4.3091,1.8689,2.4984,1.8052,1.6396,2.0486,2.4513
0.0933,1.3812,2.8907,1.3153,2.1486,1.7178,2.3298,4.5200,3.0352,1.9175,2.1526,0.1204,3.0850,1.8510,1.9007,0.4833,0.3119,1.0917,0.4057,0.4130
0.6573,9.5649,4.9404,1.9470,6.6215,6.5527,3.0266,17.4209,5.3184,2.4412,7.3107,1.8266,9.3484,5.6007,2.1806,4.4946,2.9540,1.8343,3.1936,3.6623
0.0199,4.5844,2.9315,2.2612,4.1636,5.6362,4.9416,8.6953,3.7603,2.3994,5.8866,0.5615,5.9731,4.6108,3.0497,1.2985,0.6291,2.1240,1.3628,3.2112
0.3590,7.1113,7.5967,2.9818,5.4881,5.0293,7.8037,15.7589,10.0468,4.2118,5.6427,1.7283,5.5808,4.0925,3.3579,2.1276,4.9513,2.6180,2.8306,1.7368
1.5275,8.1754,7.8447,4.4548,7.6286,7.4907,4.4612,16.4481,8.6455,4.5392,7.6844,3.1642,9.8728,7.4523,4.1449,4.2987,3.7584,3.8881,3.2751,3.2920
0.2154,3.6509,3.2875,2.2572,4.1725,3.9360,1.4233,7.1169,3.7324,4.2272,4.7716,0.4218,5.1827,1.8279,1.1763,1.4466,1.4261,1.4510,1.3898,1.3974
0.1698,1.3536,4.5635,3.3255,5.1863,5.7688,1.1819,6.2586,5.4718,4.0778,7.8725,0.2514,6.7264,2.1008,0.4075,0.7628,0.3856,3.3184,1.7477,0.9772
1.1380,6.7225,7.1465,4.3505,8.2825,6.6148,3.3309,14.1223,7.6058,5.0241,9.5840,2.1997,6.8236,5.4815,2.9780,3.5453,2.9582,3.3119,3.7921,2.5718
0.5252,3.1863,3.4131,1.1415,3.0198,4.8624,2.9357,10.1042,4.9627,2.1965,3.0686,0.6701,5.8564,5.0954,1.6040,1.1228,1.9328,0.8809,1.3815,3.2686
0.4844,4.8374,3.4704,2.9537,4.9465,3.4681,2.0880,8.7407,3.7329,3.3221,5.2261,1.4362,4.0399,3.9805,1.9619,2.0981,1.6052,1.5976,1.9373,1.5952
2.9917,11.1967,10.7506,4.5620,9.3761,10.6239,4.5347,22.6041,12.8992,6.2819,11.8315,3.5264,13.4063,8.7261,3.8783,5.1672,4.9590,3.9651,4.5694,3.9383
0.9248,6.7862,5.8703,4.5081,7.3202,9.4646,3.6313,14.9754,6.6248,5.3486,7.4940,2.3060,9.7726,9.3527,2.6851,2.9658,2.3946,2.4211,2.9465,4.7415
0.3347,4.6978,3.8673,2.3781,5.0934,4.1690,1.8303,8.9905,4.1233,3.3184,5.6148,1.2304,4.3895,4.2274,1.7342,2.2288,1.5157,1.6657,1.4576,2.4364
1.3431,10.9674,8.8473,4.6197,9.1956,9.0334,6.1381,20.3180,9.3956,4.8923,9.4508,2.8794,9.0682,6.9844,4.8825,5.1195,4.0551,3.6048,4.4630,3.9978
0.1730,8.5176,4.1555,2.3936,5.5431,3.9660,3.4102,12.6744,5.2831,3.9620,9.6637,1.2879,4.2453,3.3991,2.7789,1.9888,1.6399,1.4664,2.5882,2.0496
0.0450,2.7605,7.8123,7.7853,10.9192,5.2268,2.7916,11.3921,10.8506,9.2776,11.1283,0.0762,6.5069,1.5978,2.7683,0.7594,1.9328,4.7057,4.5924,0.4265
0.1226,6.0637,6.0331,2.9680,4.4449,9.0705,2.2072,12.1753,6.4614,3.6469,6.6673,0.9550,9.2659,3.9461,1.4668,1.3050,2.8093,2.7070,1.4924,2.1811
