BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.2108,4.8640,2.1202,1.6118,1.0125,4.6849,2.7449,7.1601,6.8858,6.3090,1.9128,0.2267,9.1166,3.5728,0.2274,1.5069,1.2325,0.4614,0.5056,1.9695
0.1580,3.8666,5.7727,2.9630,6.6543,5.7542,4.1281,10.2354,5.8222,3.8847,6.7446,1.1631,6.7092,7.4025,1.7829,1.6284,2.1624,1.7219,2.3816,1.2503
0.3675,3.6118,4.0996,2.3205,3.2478,3.5535,2.8748,8.1063,4.9953,4.5090,4.2420,1.2278,5.1804,5.6169,1.8636,1.2946,1.8362,1.8157,1.2902,1.3120
0.0035,5.1123,4.4777,1.8559,10.3240,2.8356,3.4736,9.5990,5.0312,2.7106,10.3876,1.3160,2.8525,3.1054,1.4748,1.7519,2.7150,1.4356,6.0845,1.3222
0.0826,5.9084,5.3288,2.9665,5.3101,4.0265,1.8948,13.1131,6.3573,3.0400,5.6053,0.4492,5.0211,3.2898,0.7089,0.9694,4.7129,0.6147,2.3427,2.5559
1.0937,5.5998,7.9370,2.9907,8.2424,8.2050,2.8326,14.1682,8.2465,3.7165,8.9340,1.3211,8.4028,6.7975,2.6427,2.2022,1.9340,2.9795,1.4085,1.9421
0.0231,9.1656,7.4516,5.6339,6.9968,5.9391,5.1524,16.7646,7.9706,6.3043,7.0015,2.4362,6.1424,6.0356,5.1012,4.7096,3.2865,3.2101,2.9178,2.5489
0.4241,4.0519,4.6255,3.0188,2.6442,3.5679,5.1656,8.9522,5.6681,3.1857,3.4746,0.4441,6.5719,2.6042,2.0905,1.5892,1.5461,1.8656,0.5813,1.3948
0.2620,13.1065,15.2518,11.7051,12.7960,15.9645,5.3536,29.0494,15.6153,14.9629,13.6692,4.7374,18.2481,11.9191,5.0304,4.8526,8.2008,7.0497,5.0625,5.7798
0.0120,3.5086,4.1214,3.4998,3.6495,7.2088,1.1885,9.2288,5.5925,3.9850,4.3883,0.8826,10.2038,3.7332,0.8828,1.2766,2.1109,1.1580,0.9415,2.6625
0.1326,6.1421,9.6808,4.9210,6.2604,8.2855,7.3040,17.3134,9.8040,6.6279,8.2886,1.6548,8.9370,3.7769,6.6119,2.6155,2.5788,3.5272,1.9116,1.7202
0.0100,6.2019,5.8649,3.6733,5.4982,5.9267,4.3606,12.5324,7.6981,4.5180,6.0026,0.5605,6.0294,3.2478,3.8279,2.8138,2.1809,3.3583,1.1208,2.3321
0.1374,2.0592,1.7825,1.5430,4.0730,2.8026,2.4888,4.0266,4.8604,2.0280,4.6397,0.6045,3.4633,2.6934,2.2794,0.9879,0.8662,0.8164,1.6293,1.9859
0.2203,3.4292,3.7506,2.9667,4.6201,3.4182,1.5074,7.2477,6.0884,3.2970,6.1964,0.3964,5.2863,2.4715,1.3422,1.6710,1.0334,2.0681,2.0934,1.2780
0.6872,2.7617,3.0259,3.1565,7.0617,2.9917,3.5011,5.8232,4.8330,6.4168,8.9137,0.8695,4.4501,4.2548,1.2359,1.4977,1.1489,1.7923,1.1451,0.8756
0.3665,3.5609,4.4439,5.1079,4.4951,6.6967,8.9338,8.2369,4.5032,5.7446,5.0399,0.9618,6.8092,3.3128,7.1002,1.5279,1.1333,2.7755,1.4304,2.2841
0.2871,4.2871,4.9719,3.8531,7.9433,4.5263,3.4976,9.3553,5.9069,4.6094,8.0509,1.0949,4.7345,3.5940,1.4720,1.4111,2.6993,2.2160,4.6621,2.0863
3.4070,8.2204,8.7599,4.6212,12.7449,10.6262,5.2946,17.9303,10.3312,6.2461,12.7843,3.5985,10.8670,8.0654,4.8713,3.7679,4.0349,4.5606,6.1530,4.2976
1.5510,9.8264,12.8804,5.1768,9.9964,8.9022,3.7668,24.4057,13.3245,5.2409,10.1490,3.1530,9.4768,8.0710,3.3986,4.7856,4.3962,4.0486,3.2965,4.1830
0.5044,4.2148,3.3109,3.3992,6.9554,6.3734,7.0179,8.9458,3.9916,4.6658,7.3007,1.2679,7.4157,5.8194,3.1321,2.2093,1.4743,1.7578,1.8099,3.1994
0.8179,11.0136,11.8437,7.1242,12.5453,14.4065,5.4620,23.7719,12.4884,7.6580,12.5776,4.9032,16.0770,12.2080,5.2637,5.5459,5.0823,6.7437,5.4624,6.3540
1.3117,4.4236,9.5836,7.1132,9.3789,9.1438,6.7346,15.0033,10.3159,7.9749,12.2852,1.6592,9.5950,4.6066,5.5607,2.0732,1.7575,6.8074,2.0128,1.7257
0.1212,3.4879,4.5570,4.3889,1.7926,2.8544,4.3651,8.7547,6.6768,5.2250,5.2024,0.2911,4.8804,2.2728,2.9206,1.5467,1.2284,1.1893,0.3374,0.7072
1.0147,10.1694,9.1169,6.3606,8.2696,10.8809,5.3072,21.1986,9.3035,7.6776,8.8007,3.6976,14.8702,9.9711,4.3756,5.2799,3.9907,3.9883,4.0915,4.5902
0.6786,5.4853,5.3015,4.3056,6.8985,4.2436,3.6474,10.8235,5.8544,4.9062,8.0533,1.3728,5.8976,4.9519,2.9531,1.9919,2.1867,2.0364,3.9496,1.6929
0.4339,8.3899,8.2538,5.2183,9.6838,7.0727,6.3729,18.4060,11.2247,8.2651,10.4668,3.0203,8.8060,6.2129,3.3383,3.2422,4.1981,3.1490,3.8515,3.1123
0.6808,5.1006,6.4924,3.4373,5.0600,5.4611,2.2233,13.9697,7.0038,4.2427,5.3473,1.5920,6.0182,4.8257,2.1628,2.7757,2.0510,2.4179,2.2638,2.7418
0.5396,4.4201,6.9623,4.6022,6.1714,7.8965,3.2846,11.6161,8.1054,7.1003,8.8904,0.9910,8.2211,2.7544,3.0383,2.7035,1.4694,4.4662,1.5966,1.3943
2.4673,11.9855,9.4750,5.3689,14.6248,12.2267,5.8012,22.2826,10.6597,6.7397,20.1613,4.5237,12.2505,12.1659,5.3068,4.5387,4.6969,4.6488,7.6096,7.5769
0.0526,4.5292,3.6541,4.2997,3.6501,4.4551,4.4858,8.5672,4.8516,6.6066,4.6486,1.1671,5.8236,4.7883,3.6271,1.8659,2.0599,1.5524,2.0321,1.8309
0.4231,4.4121,4.3926,2.5356,4.7955,8.3614,2.9781,8.8405,5.1398,3.7395,6.4314,1.7152,8.7984,8.2198,2.8037,2.3956,1.9305,2.3445,2.3072,5.8099
0.8120,3.9743,4.5821,2.0425,5.8208,4.0681,3.4480,9.4148,5.0638,3.7758,6.4653,1.1834,4.9853,4.4135,2.3929,2.6449,1.2012,1.9425,2.6355,1.2406
0.1905,4.5864,2.4252,1.4009,8.3482,6.5985,4.9372,7.8537,3.5998,2.2114,9.3641,0.5168,7.8463,5.5745,2.1704,1.1429,0.6971,1.1272,4.6012,2.7849
0.5466,16.6411,16.0070,7.2147,12.9303,13.8648,8.9518,34.5714,17.6875,7.5876,14.0139,5.4244,13.9297,11.0526,7.4924,5.4767,8.6504,7.2129,5.6285,5.5843
0.3341,4.8512,3.1520,5.0480,3.1352,2.2697,1.8759,9.2930,4.0475,5.2647,6.9213,0.3591,8.6212,1.1597,1.7721,1.5540,2.3066,0.5275,2.1102,0.4374
0.9824,6.2052,6.4090,4.1125,6.6070,5.6454,3.3991,12.8722,6.5393,4.9440,8.3941,1.6231,6.6983,6.3438,1.9590,1.9982,3.1541,2.4378,2.7596,3.0996
3.8429,13.0507,10.9626,10.6325,11.3072,10.4732,5.7000,24.3353,11.4300,10.6981,12.3046,4.6390,11.1381,10.4515,4.7463,5.4433,5.7898,4.8101,4.9908,5.5510
1.7304,8.8291,10.6210,3.9384,7.1176,16.4699,2.9194,21.0872,10.8269,5.2885,9.8375,2.7818,16.6266,15.3987,2.8743,3.5179,4.6601,3.5761,3.3898,9.4630
2.8367,9.3084,7.8394,6.0502,9.6899,9.1748,8.2974,18.2763,9.5656,6.5993,9.8303,3.3370,11.1737,11.1802,6.5683,4.5787,4.1252,3.5786,5.0747,5.0090
0.1148,4.1223,4.8178,4.7129,3.8145,5.1675,1.3674,9.3433,5.2519,5.3974,4.1231,1.1652,5.4149,5.2546,1.3380,2.2664,1.6767,1.5554,1.8037,2.1275
0.4251,6.6477,7.0309,4.5704,8.3948,5.2332,4.8956,14.0678,7.1429,4.8548,8.8859,1.5218,5.5861,4.5598,2.5359,3.0185,2.0883,3.5651,1.6884,1.5920
0.0093,2.7898,3.8568,2.9004,5.8246,3.2012,1.9140,8.7301,3.9864,3.7184,6.7720,0.3966,3.5941,2.7265,0.8060,0.9904,1.0337,2.7744,2.1592,0.4218
1.5727,5.2082,5.5337,4.0800,8.3246,18.4526,5.5867,10.9629,6.8529,5.4923,8.3851,2.0755,19.0852,17.1324,4.4984,2.9209,2.2236,2.9164,2.1888,13.2343
0.4066,5.2408,5.9891,2.3464,6.1126,4.5422,2.1896,16.5249,6.3281,2.8938,6.9825,0.6960,6.3938,2.4873,1.2467,1.4662,2.5660,1.7413,0.7166,1.1996
0.8853,3.9536,4.8157,2.6314,6.5898,4.1266,1.9091,11.0159,5.1209,2.9505,7.0855,1.2376,5.1389,3.0197,1.8960,1.4442,2.2640,2.2270,2.2420,1.4655
0.4533,4.7978,5.0094,2.3188,5.6760,5.8057,4.8273,10.2416,5.5483,3.8780,7.2240,1.3259,7.2368,3.3557,2.7369,1.4083,2.4814,1.6074,3.5908,1.5978
1.3681,5.6618,6.5719,3.0302,7.3007,5.0154,4.6927,14.3302,7.3042,3.5570,8.3385,1.8004,5.4405,4.0969,3.4442,2.0505,3.2764,2.3872,3.5559,2.0058
2.3948,6.9962,5.8575,4.6633,7.7866,8.1309,3.7304,13.1450,7.6262,5.7752,8.6994,2.4805,10.8670,6.2653,3.6229,2.7878,2.8179,2.8868,3.4517,3.3505
1.5674,11.6912,9.4289,2.3287,4.2111,4.6974,2.6684,21.3609,9.7631,2.7531,4.2178,1.5889,4.8085,9.4376,2.3175,1.8132,5.5654,2.0517,1.6778,2.6306
0.2924,7.2560,5.2803,3.5089,5.5563,6.0636,1.8805,13.5303,5.3831,4.2332,6.3505,1.7071,6.4895,5.5249,1.8378,3.2774,3.0848,2.0177,2.0502,3.6782
0.0612,1.9802,2.2865,0.7488,3.6496,4.6693,5.8986,4.5543,2.6757,1.6532,4.3128,0.5697,5.0739,4.5471,1.6937,0.7322,0.8939,0.5804,2.8086,1.6352
0.1659,2.1185,3.5638,0.8069,2.1595,2.2449,2.2269,6.0422,3.8801,1.2579,2.9278,0.6124,2.6500,4.8340,1.7245,0.9828,0.8577,0.7274,1.3775,0.7000
1.2451,6.9763,6.6280,4.6234,6.5749,7.4255,4.8495,14.2480,7.0326,5.2381,7.7316,1.9414,8.1213,7.5996,3.2727,4.3777,2.5027,3.6977,2.0118,2.4909
0.4707,9.2897,4.9701,2.4980,5.0881,5.6463,2.6182,17.6811,5.1782,6.2524,5.1952,1.9586,6.2107,9.7491,2.0905,1.9798,2.1309,2.2459,2.0757,3.3881
0.4127,4.9422,3.1548,0.9367,4.1950,1.6992,4.2033,9.2332,3.6190,2.3120,4.7844,0.4426,2.9195,1.1453,1.5785,2.4252,1.8917,0.5768,0.9824,0.5274
0.0429,2.4012,3.9363,2.3241,3.1880,5.6748,1.1743,8.8090,4.9488,3.0213,4.4526,0.6400,7.0543,2.3586,0.9495,0.7716,0.7127,2.0131,0.8914,1.2865
0.0128,3.9704,3.0452,0.8431,2.0920,2.6375,1.4866,8.3405,4.0168,0.8740,3.0535,0.5803,4.4321,3.2074,1.0238,1.2582,1.9072,0.7299,1.2037,1.7888
0.4698,6.5195,8.1701,2.3064,4.7478,3.3028,2.0066,17.2229,8.2836,3.2507,6.0513,1.2289,6.7170,3.6431,2.0051,3.5057,2.4042,1.6526,1.5257,1.3830
1.6463,5.2275,5.5730,2.6829,4.5460,5.6163,4.8189,11.8110,5.8883,5.9738,5.6636,1.7856,7.8387,5.9089,4.1015,2.0416,3.1223,1.8991,2.3070,1.9717
0.3772,4.9189,5.1592,1.4153,2.8767,3.3480,2.3801,12.0203,6.1958,1.6730,3.6651,1.0613,7.8418,2.6653,1.7987,2.6358,2.2374,1.3346,1.5293,1.1020
0.7100,3.3535,4.3611,1.3225,2.9809,3.5860,5.3495,7.8956,5.1287,2.3340,3.4576,0.7942,4.4082,4.7493,4.6793,1.9089,0.9131,1.3050,0.8878,1.3216
1.5864,6.4751,8.9319,4.2488,15.2384,9.3480,3.5647,15.9247,9.2107,4.4248,15.6156,2.6729,9.8384,7.1653,3.2182,2.6889,3.2227,3.2538,7.0521,3.6314
