BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
0.1048,9.5259,4.3003,3.9840,2.4849,2.4768,2.0567,14.1881,7.0825,4.2827,5.0046,0.9278,7.1802,3.5667,1.6130,7.2861,1.5751,1.2976,0.9606,1.0380
0.3875,2.6103,6.8962,5.9623,6.7114,6.9119,2.0939,10.2025,6.9176,8.0412,7.2150,0.8597,6.9616,2.7529,1.1263,1.2241,1.0412,5.1969,1.0292,1.6195
0.2441,8.4204,6.2888,2.5306,4.1993,4.7903,0.8744,15.0006,7.0189,3.3759,4.6799,0.5731,6.5518,1.6614,0.8493,2.8863,3.9106,2.2008,1.8722,0.8559
3.6535,9.6738,10.0037,4.8004,9.2379,8.4460,4.2376,20.3612,10.6187,5.6481,10.2856,3.9475,10.0032,10.6963,4.0843,3.9671,5.2626,3.9667,4.0142,4.0171
0.9070,5.3277,6.1956,3.4432,6.7059,9.5511,4.1886,11.8084,7.4720,5.3431,7.3199,2.0969,9.7519,11.1975,3.1411,2.9418,2.1816,2.7834,2.9070,6.2393
0.5918,5.3063,7.2637,4.6390,11.3225,6.7575,2.6995,12.8443,7.7157,5.5675,11.9283,0.9346,8.5496,5.8852,1.4230,1.9901,3.2108,1.3206,4.3076,4.5849
1.7746,13.3226,8.7779,6.6575,8.8151,8.4726,8.2428,23.5868,8.8081,6.9587,9.7990,3.1366,8.6681,7.2718,8.1234,4.3513,3.6321,4.8304,3.8079,3.5926
1.0038,8.2339,7.5406,3.6576,6.6210,7.9782,4.5149,17.6063,7.8897,4.3308,8.5621,2.6748,9.2609,5.6964,3.0441,2.8393,3.4250,3.1335,2.9014,2.8636
0.0122,4.5033,4.6387,1.8120,2.4671,1.0689,0.2928,9.8143,5.2958,2.4582,3.5355,0.0292,1.5122,1.4875,0.0860,0.0457,0.5814,0.2617,0.3433,0.5031
1.1817,13.8945,10.8264,7.6548,12.8409,8.8317,3.9158,25.6458,11.8799,7.8771,12.9911,2.8572,9.5538,6.5547,3.3769,5.7421,4.6189,5.5189,6.8568,3.0440
0.0382,1.7201,4.8144,8.5961,3.8724,2.8845,2.3019,7.4137,5.1739,10.4889,4.0065,0.4620,4.3872,2.5443,1.3938,0.5051,1.1114,0.9470,2.6685,1.7633
1.3186,9.0836,8.8296,5.3037,10.9316,7.6850,4.8507,18.6983,9.0702,5.8303,11.2702,2.8551,9.7331,6.7014,4.5324,3.9486,2.9836,4.5177,3.4700,3.1236
1.2388,6.6546,6.3926,4.1514,8.7431,10.4874,3.5713,14.5833,9.0930,4.1927,9.9150,2.8012,10.6516,10.0329,3.3701,3.0349,3.0036,3.2791,3.5424,6.5463
2.5521,15.5476,15.9305,7.9454,16.5513,16.6147,9.0123,31.8834,16.0848,8.2539,17.2500,7.2718,19.1640,17.8325,8.0274,7.5084,7.7956,7.8478,7.6010,7.7906
0.3339,7.6305,3.1021,2.0394,2.9034,3.2424,5.3936,10.8920,5.1060,4.0191,6.9922,0.9897,4.3393,4.7780,5.2003,1.1322,1.5192,1.2871,1.1139,1.4730
0.4596,3.1273,8.0865,5.1061,6.5864,7.4587,2.8624,11.8196,8.4022,5.4623,6.9740,1.3328,7.7395,3.7494,2.2754,1.4923,1.5537,4.9602,1.4140,1.4070
2.1569,8.3476,13.0516,7.9194,16.1085,12.2650,8.0823,21.7189,17.1411,8.0509,16.9731,4.0303,13.2905,9.8006,7.6639,4.0740,4.1065,7.7431,7.9433,4.2695
2.4327,13.0325,10.5802,5.9399,15.0940,9.1156,5.3542,25.3571,11.3764,6.7871,16.4026,3.7865,10.6879,10.2236,4.6391,4.4265,5.8506,4.1179,4.7571,3.8484
1.3019,8.8485,10.1660,3.6921,6.5907,9.1735,2.8316,19.2859,10.6263,6.7884,7.2263,2.6152,9.2940,7.4471,2.6861,3.9894,4.2400,3.5033,2.6755,3.3387
0.5176,5.5741,5.9582,4.4168,5.9988,6.2945,3.2520,12.7510,7.8890,5.7575,8.5605,1.2920,11.1079,3.1100,3.0648,3.0185,1.6438,2.5908,1.8725,1.3526
0.4368,4.9502,7.1853,3.3606,5.3148,5.0639,2.5371,12.4156,7.3737,5.5161,5.8860,1.2866,5.0933,3.8469,2.3405,1.5940,2.6978,3.1776,2.1172,1.7391
0.2428,5.6140,5.4444,3.2976,4.7179,3.7310,3.2085,11.4523,6.7673,4.2861,4.7804,0.3346,3.8924,2.7081,0.8338,1.5209,0.6624,2.1000,1.9486,0.8662
0.3176,6.5926,4.3731,1.6248,3.4565,4.7499,0.8309,14.7782,5.0802,2.5323,3.5643,0.6185,5.4911,2.7298,0.8300,3.1904,2.7254,1.1574,2.1152,1.2804
0.0466,5.2570,6.7075,3.4555,6.2993,4.8200,2.8340,13.2738,7.4486,4.5876,6.8340,1.8493,4.9807,3.8861,2.1357,2.0702,2.8714,2.6342,1.8867,1.9895
0.2893,7.0641,8.1863,3.4346,7.5963,7.2897,5.1078,17.1593,9.2990,4.8180,7.9811,2.5662,8.1455,6.6684,4.2422,2.7436,3.9859,3.2484,3.1792,3.5609
2.7834,8.7331,7.4199,4.5673,7.4692,7.0516,3.8570,18.8012,8.1109,5.7099,7.5855,2.9171,7.1149,9.4036,3.3522,3.6673,3.4557,3.8613,3.2656,2.9493
0.6959,3.6428,4.8874,3.6511,4.7891,5.7011,6.3946,8.6764,5.1628,3.9830,4.8749,1.0263,7.2221,4.2458,5.3871,1.5265,1.5367,2.0334,2.5507,2.9993
0.1524,4.2594,4.8881,0.8227,1.4513,1.7898,3.7083,10.2592,5.5834,1.2864,1.8431,0.3488,2.2773,3.0027,2.9465,0.5182,1.0945,0.5633,0.5238,0.8669
2.0466,8.6008,7.0433,4.7258,7.3220,10.4053,2.8896,16.7479,7.9017,5.8816,9.5906,2.3715,11.6115,8.1223,2.4849,4.4345,2.9588,2.6665,2.4217,4.9347
0.8174,5.7558,4.9945,1.9334,8.8002,2.4958,3.0255,10.9505,5.6209,2.9566,9.8330,0.9335,2.9576,3.1862,2.0451,2.9950,2.1323,1.1890,1.6207,1.1168
0.1600,6.9582,5.7402,2.4705,2.2897,1.6779,2.0162,12.8735,5.9345,4.2087,2.6050,0.2711,1.7555,1.3386,1.0674,1.0039,4.4369,1.2573,0.3361,0.3398
0.0412,4.4925,6.2010,5.0224,2.5833,3.3297,3.5883,11.0285,9.8383,5.1705,2.8549,0.0495,4.3077,0.9640,1.6910,0.2622,3.5818,2.3921,0.1220,0.8223
0.0620,5.6656,4.7822,3.1478,11.1215,6.2489,1.9497,10.9566,4.9473,3.6536,12.0838,1.7262,6.6172,5.7251,1.8130,2.9303,1.8591,2.4539,5.7207,3.6544
0.8659,3.5215,2.5619,3.3311,4.2847,2.0784,4.6176,6.6235,2.7882,4.1490,5.3964,0.9471,2.5872,2.2975,1.6574,1.7981,1.3462,0.9929,2.7061,0.9677
0.4532,2.7363,4.2733,3.3648,8.3846,2.6531,1.3256,7.5831,5.3568,3.5085,8.5404,0.6213,2.7738,3.5132,1.0158,1.3448,1.1100,1.4697,2.9405,1.0717
0.3011,3.4146,3.6746,2.0747,2.2558,4.2003,1.9245,7.5104,5.9053,2.4531,2.6474,0.7432,4.2451,4.7339,1.4728,1.2740,1.2322,0.8002,0.8032,2.0284
0.1388,4.7333,2.9409,2.0950,2.1259,1.5283,1.4077,7.8295,3.3796,2.6401,2.8380,0.1893,3.1710,2.0819,1.1626,2.7747,1.6848,0.1903,0.6382,0.8614
0.8536,10.6888,7.7896,4.0474,11.6457,7.0731,3.8875,18.6562,10.4201,4.0733,11.6519,2.7415,8.1046,6.2008,3.5734,3.4776,3.1422,3.5521,6.7189,3.1799
0.5589,6.4884,7.0642,3.8230,5.5593,6.4650,1.4881,14.5294,10.7328,4.4402,6.6425,1.4423,6.6826,4.2828,1.4682,3.4987,1.9890,2.8830,2.1152,2.0281
0.8654,3.9244,3.1513,2.1750,3.2239,3.0116,2.7255,9.3045,3.6674,2.3625,4.1301,0.9920,3.5966,2.5899,1.6454,1.6774,2.0193,1.0630,1.8680,1.5696
0.1137,7.8373,2.4952,0.6838,3.3208,1.5761,0.8073,12.1134,2.7920,1.7125,4.9704,0.4255,2.5465,2.2276,0.6564,3.9489,1.3185,0.4397,0.8983,1.1361
0.6222,5.2093,6.2737,3.5171,6.2127,5.7907,2.8044,12.6091,7.1359,3.8632,6.2300,1.6041,7.1329,5.0920,2.4471,2.0896,2.6137,2.8125,3.0841,2.7428
4.3121,11.2399,11.8097,6.2059,13.7706,11.3013,5.6882,25.6249,13.6102,6.7435,13.9601,4.8358,11.5191,10.1183,4.8369,5.1298,5.5712,5.8931,7.5342,5.2584
0.0759,2.6701,4.8432,3.2134,2.5173,2.9970,0.8852,8.9912,5.9114,3.5946,2.7566,0.2880,4.2440,2.8685,0.6380,1.1394,0.3190,0.6726,1.2454,1.8123
0.2853,3.1313,5.5713,4.8351,14.1140,7.3525,4.0695,11.3181,6.4378,5.7749,14.2065,0.8819,10.3466,5.9692,1.9055,1.2956,0.8913,4.5858,4.2518,1.6794
0.5492,5.9783,7.4961,4.4599,8.6566,8.9116,3.6541,14.0189,8.5642,4.8143,9.1541,1.9663,9.4311,6.4901,3.6170,2.6147,2.5068,4.1760,2.2201,4.0225
2.4645,11.1395,9.1917,4.5158,10.4160,9.0440,6.1358,22.5083,10.7219,4.6102,11.5618,4.1011,10.1432,9.3417,4.9239,6.7780,4.2608,4.1776,5.3216,4.5592
0.1307,3.9957,2.7673,2.2907,3.7052,5.1448,4.9860,7.3238,2.8827,2.7014,3.8842,1.1123,7.1328,4.6457,1.4834,1.9570,1.1967,1.4380,1.6831,2.7763
0.4026,4.0379,3.2492,2.0818,3.0788,4.9305,6.3196,7.8966,3.7978,2.9418,7.4564,1.1251,5.1387,2.8876,1.3844,1.2021,1.5999,1.6028,1.1483,1.6268
0.2541,10.4326,10.5675,6.0977,9.5357,9.2238,6.8783,22.8686,11.8812,10.1138,11.1488,2.6529,10.0233,6.4039,2.8380,3.4435,4.0155,5.6561,3.7604,2.8429
1.6681,5.1484,4.6856,2.7751,6.4791,7.3508,2.9318,13.0440,5.1900,5.3561,6.8439,1.7112,8.9464,7.3410,2.1433,2.0376,2.1112,2.1907,3.6986,5.0837
4.2701,11.9572,13.3862,7.9676,11.4370,13.3576,5.4635,26.1328,14.3110,8.2683,12.5423,4.5852,14.6775,11.5846,4.8003,4.6819,5.8218,5.4602,5.8417,6.0131
0.7528,6.8501,9.3380,4.3160,8.1296,8.9059,4.0076,16.9058,13.2596,4.3742,8.6478,3.2597,9.6822,9.4730,3.7940,3.3099,3.3588,4.0265,3.7870,4.2700
0.4677,5.6944,6.2933,4.4039,5.2770,6.0224,3.7744,12.4787,6.7157,5.1889,6.8350,1.5687,6.0792,5.3660,2.9729,2.7080,2.1114,2.1514,1.9486,3.2362
0.3993,5.9306,6.6488,2.8688,5.9084,6.8660,2.6115,13.5501,7.6084,4.7938,6.6895,1.6019,7.1344,6.0031,2.5065,2.1679,3.4505,2.6870,2.6886,4.1047
0.8229,2.5716,3.3165,1.9297,4.9480,3.3027,2.0092,6.1991,5.1253,1.9776,6.2972,0.8530,3.4339,3.8570,1.9603,1.1712,1.0101,1.2565,2.6507,1.8848
1.5717,5.8020,8.2540,3.7830,6.9534,10.0906,3.4320,16.5873,11.9630,3.9177,7.5160,2.2266,10.7177,8.8048,2.3647,2.3013,3.3421,3.5296,2.8750,6.2594
1.3202,6.6192,7.2427,2.5736,9.2861,5.2269,4.5090,14.8718,8.9852,3.5453,9.8981,1.9137,6.7957,4.8843,2.1590,3.3181,3.0067,2.2095,2.1460,2.6475
